Gene_name	Intron_coord	Exons_before	Exons_after
POMGNT1	chr1:46188980-46189180	19.0	1.0
POMGNT1	chr1:46193442-46193564	10.0	10.0
POMGNT1	chr1:46190517-46192098	16.0	3.0
POMGNT1	chr1:46193639-46193777	8.0	12.0
POMGNT1	chr1:46197080-46197702	1.0	19.0
POMGNT1	chr1:46193616-46193855	9.0	11.0
POMGNT1	chr1:46190621-46190720	17.0	3.0
MKNK1	chr1:46565136-46568238	6.0	5.0
MKNK1	chr1:46561673-46562649	9.0	2.0
MKNK1	chr1:46565136-46568317	6.0	5.0
MKNK1	chr1:46580627-46582814	0.0	1.0
ATPAF1	chr1:46663923-46665256	1.0	1.0
EFCAB14	chr1:46685144-46686784	8.0	2.0
EFCAB14	chr1:46708051-46716291	2.0	8.0
STIL	chr1:47281209-47281616	9.0	6.0
FAF1	chr1:50857997-50959672	0.0	18.0
EPS15	chr1:51361293-51363866	23.0	1.0
EPS15	chr1:51508771-51519199	0.0	4.0
EPS15	chr1:51472948-51474404	0.0	4.0
EPS15	chr1:51474525-51481273	0.0	4.0
EPS15	chr1:51356846-51360425	23.0	1.0
EPS15	chr1:51447266-51448046	9.0	13.0
NRDC	chr1:51834057-51836131	5.0	27.0
NRDC	chr1:51836438-51837456	2.0	30.0
NRDC	chr1:51836438-51840226	2.0	28.0
NRDC	chr1:51795208-51798249	0.0	8.0
CC2D1B	chr1:52356442-52356755	14.0	8.0
CC2D1B	chr1:52354454-52354608	0.0	18.0
CC2D1B	chr1:52361132-52361478	3.0	19.0
CC2D1B	chr1:52357174-52357526	14.0	8.0
CC2D1B	chr1:52362925-52364552	1.0	21.0
CC2D1B	chr1:52359836-52360074	7.0	15.0
CC2D1B	chr1:52353647-52354365	0.0	18.0
ORC1	chr1:52389321-52393386	4.0	11.0
ORC1	chr1:52389321-52393390	4.0	11.0
TUT4	chr1:52408460-52409486	0.0	2.0
TUT4	chr1:52445572-52445787	0.0	7.0
COA7	chr1:52692867-52697909	0.0	2.0
ECHDC2	chr1:52905436-52906519	5.0	4.0
ECHDC2	chr1:52906611-52907014	3.0	6.0
ECHDC2	chr1:52911790-52921483	1.0	8.0
LRP8	chr1:53292292-53326873	0.0	16.0
LRP8	chr1:53248591-53249380	0.0	4.0
LRP8	chr1:53289689-53312969	0.0	16.0
LRP8	chr1:53257464-53258009	14.0	4.0
LRP8	chr1:53289689-53313573	0.0	16.0
LRP8	chr1:53247056-53248463	0.0	10.0
LRP8	chr1:53262207-53264169	0.0	2.0
LRP8	chr1:53254957-53255117	0.0	4.0
LRP8	chr1:53250862-53254911	15.0	3.0
LRP8	chr1:53274820-53275631	0.0	16.0
LRP8	chr1:53258074-53258319	14.0	4.0
LRP8	chr1:53271346-53274643	0.0	16.0
LRP8	chr1:53313743-53326873	0.0	16.0
LRP8	chr1:53326992-53327258	0.0	17.0
LRP8	chr1:53266699-53271028	8.0	10.0
YIPF1	chr1:53878722-53882943	1.0	6.0
HSPB11	chr1:53928435-53930039	2.0	2.0
CYB5RL	chr1:54187882-54190748	2.0	2.0
CYB5RL	chr1:54187739-54190738	2.0	2.0
USP24	chr1:55084421-55085942	56.0	11.0
USP24	chr1:55104020-55105400	40.0	27.0
OMA1	chr1:58533550-58533953	1.0	6.0
MYSM1	chr1:58689116-58689276	4.0	15.0
MYSM1	chr1:58689116-58689294	4.0	15.0
MYSM1	chr1:58689367-58690226	5.0	14.0
MYSM1	chr1:58667921-58668430	13.0	6.0
MYSM1	chr1:58685251-58690226	3.0	1.0
TM2D1	chr1:61724425-61724902	0.0	1.0
TM2D1	chr1:61723772-61724288	0.0	1.0
TM2D1	chr1:61724425-61724920	0.0	1.0
TM2D1	chr1:61723772-61724920	0.0	1.0
TM2D1	chr1:61723772-61724902	0.0	1.0
DOCK7	chr1:62578966-62586507	1.0	1.0
DOCK7	chr1:62495904-62496339	38.0	11.0
DOCK7	chr1:62633935-62634773	9.0	39.0
DOCK7	chr1:62633578-62633900	0.0	10.0
DOCK7	chr1:62487452-62488934	43.0	6.0
DOCK7	chr1:62638379-62647691	0.0	10.0
DOCK7	chr1:62476156-62477007	42.0	6.0
ITGB3BP	chr1:63508570-63523125	0.0	7.0
JAK1	chr1:64857774-64860105	8.0	15.0
JAK1	chr1:64879148-64882892	1.0	22.0
SERBP1	chr1:67426285-67429436	0.0	7.0
SERBP1	chr1:67424959-67425198	3.0	4.0
DEPDC1	chr1:68481612-68482641	8.0	3.0
ZRANB2	chr1:71066934-71069267	7.0	2.0
ZZZ3	chr1:77584655-77633115	1.0	9.0
USP33	chr1:77740934-77741376	3.0	20.0
USP33	chr1:77713281-77715742	1.0	3.0
FUBP1	chr1:77960495-77962772	14.0	5.0
GNG5	chr1:84501970-84505306	0.0	1.0
CTBS	chr1:84563914-84565841	4.0	2.0
CTBS	chr1:84570720-84573916	0.0	6.0
SSX2IP	chr1:84647607-84649671	10.0	1.0
SSX2IP	chr1:84651997-84655465	9.0	3.0
MCOLN2	chr1:84938082-84939626	9.0	4.0
MCOLN2	chr1:84929679-84930626	11.0	2.0
MCOLN2	chr1:84965708-84996478	0.0	13.0
MCOLN2	chr1:84947079-84952243	6.0	7.0
MCOLN2	chr1:84939700-84940879	8.0	5.0
C1orf52	chr1:85259061-85259358	1.0	1.0
C1orf52	chr1:85258722-85258935	0.0	2.0
BCL10	chr1:85270906-85275800	0.0	2.0
ODF2L	chr1:86356007-86356444	0.0	3.0
ODF2L	chr1:86355388-86356444	13.0	3.0
ODF2L	chr1:86355388-86355994	0.0	3.0
ODF2L	chr1:86385590-86386919	1.0	15.0
ODF2L	chr1:86385590-86386346	0.0	16.0
ODF2L	chr1:86354859-86355647	12.0	4.0
ODF2L	chr1:86385590-86386619	0.0	16.0
SELENOF	chr1:86868092-86880662	2.0	2.0
SELENOF	chr1:86866169-86868053	2.0	2.0
SELENOF	chr1:86863605-86866806	2.0	2.0
SELENOF	chr1:86866847-86868053	2.0	2.0
SELENOF	chr1:86863605-86866072	2.0	2.0
SELENOF	chr1:86866850-86868053	2.0	2.0
SELENOF	chr1:86903448-86913806	0.0	4.0
KYAT3	chr1:88943423-88949173	9.0	2.0
KYAT3	chr1:88962145-88964556	3.0	9.0
GBP3	chr1:89015414-89020130	0.0	5.0
GBP3	chr1:89014279-89014405	2.0	3.0
GBP3	chr1:89015414-89020126	0.0	5.0
GBP3	chr1:89009494-89013185	1.0	1.0
GBP3	chr1:89015414-89020353	0.0	5.0
GLMN	chr1:92263732-92266419	0.0	8.0
GLMN	chr1:92264638-92266540	0.0	8.0
DNTTIP2	chr1:93877862-93878548	0.0	6.0
GCLM	chr1:93889159-93893889	5.0	1.0
GCLM	chr1:93904588-93908665	0.0	6.0
DPYD	chr1:97699547-97720825	4.0	18.0
FRRS1	chr1:99711532-99712105	12.0	2.0
FRRS1	chr1:99710949-99711355	11.0	3.0
SASS6	chr1:100123977-100125882	2.0	14.0
DPH5	chr1:101001544-101013710	3.0	3.0
DPH5	chr1:100992754-100995110	5.0	1.0
AKNAD1	chr1:108816302-108816874	13.0	1.0
AKNAD1	chr1:108843284-108848752	4.0	8.0
CLCC1	chr1:108941494-108943475	5.0	4.0
CLCC1	chr1:108940142-108943475	0.0	2.0
CLCC1	chr1:108947508-108947611	0.0	8.0
CLCC1	chr1:108936401-108937077	0.0	8.0
CLCC1	chr1:108938308-108939636	0.0	2.0
CLCC1	chr1:108934942-108936244	0.0	8.0
CLCC1	chr1:108944057-108947338	2.0	7.0
SORT1	chr1:109397340-109397587	0.0	1.0
SORT1	chr1:109369589-109397207	0.0	19.0
DRAM2	chr1:111118897-111119615	4.0	2.0
DRAM2	chr1:111119959-111120532	4.0	2.0
DRAM2	chr1:111119681-111119877	5.0	1.0
DRAM2	chr1:111125650-111126227	2.0	4.0
DENND2D	chr1:111199798-111199915	0.0	11.0
DENND2D	chr1:111197253-111197706	3.0	8.0
DENND2D	chr1:111194726-111195668	5.0	6.0
DENND2D	chr1:111199798-111204146	0.0	11.0
WDR77	chr1:111443725-111443867	6.0	3.0
WDR77	chr1:111441604-111442025	0.0	8.0
WDR77	chr1:111441389-111441499	8.0	1.0
ST7L	chr1:112616895-112618247	0.0	14.0
ST7L	chr1:112578417-112582375	1.0	6.0
ST7L	chr1:112556018-112571275	1.0	6.0
RHOC	chr1:112703457-112703644	1.0	2.0
RHOC	chr1:112703012-112703644	1.0	2.0
RHOC	chr1:112703119-112703384	0.0	3.0
PHTF1	chr1:113698387-113698992	15.0	2.0
PHTF1	chr1:113699799-113700193	14.0	3.0
PHTF1	chr1:113757755-113757992	0.0	17.0
PHTF1	chr1:113700243-113700794	15.0	2.0
PHTF1	chr1:113726458-113738110	5.0	12.0
RSBN1	chr1:113767207-113767955	4.0	2.0
PTPN22	chr1:113856826-113857738	5.0	14.0
AP4B1	chr1:113902734-113904605	1.0	8.0
AP4B1	chr1:113899352-113899904	5.0	4.0
TRIM33	chr1:114402883-114405457	15.0	4.0
CSDE1	chr1:114732868-114733732	6.0	10.0
CSDE1	chr1:114720737-114723883	13.0	3.0
CSDE1	chr1:114720566-114723883	13.0	3.0
CSDE1	chr1:114730568-114732604	7.0	9.0
CSDE1	chr1:114730402-114730508	8.0	8.0
SIKE1	chr1:114780215-114780387	1.0	3.0
CD58	chr1:116519302-116521906	4.0	1.0
GDAP2	chr1:117913499-117918597	2.0	10.0
FAM72C	chr1:143968996-143970990	1.0	2.0
SRGAP2B	chr1:144906039-144914692	4.0	4.0
RNF115	chr1:145784596-145788612	1.0	7.0
PIAS3	chr1:145850939-145851051	11.0	3.0
PEX11B	chr1:145917816-145918637	1.0	2.0
PRKAB2	chr1:147159642-147160797	5.0	1.0
ACP6	chr1:147659775-147669510	0.0	9.0
NBPF11	chr1:148110616-148114437	11.0	8.0
NBPF11	chr1:148109411-148110378	12.0	7.0
NBPF11	chr1:148109335-148110458	13.0	6.0
OTUD7B	chr1:149967387-149971063	2.0	8.0
APH1A	chr1:150267254-150267356	3.0	2.0
ENSA	chr1:150625808-150627024	1.0	1.0
ENSA	chr1:150626526-150627312	1.0	3.0
ENSA	chr1:150627592-150629000	0.0	3.0
ENSA	chr1:150625808-150627574	2.0	1.0
CTSS	chr1:150748285-150750006	5.0	1.0
ARNT	chr1:150853278-150858349	2.0	19.0
ARNT	chr1:150852840-150858349	2.0	19.0
TMOD4	chr1:151171059-151171433	6.0	2.0
TMOD4	chr1:151174531-151174753	1.0	7.0
PI4KB	chr1:151294541-151298960	7.0	2.0
RFX5	chr1:151345443-151345928	2.0	6.0
RFX5	chr1:151344604-151344728	5.0	3.0
RFX5	chr1:151345961-151346215	1.0	7.0
RFX5	chr1:151345957-151346205	1.0	7.0
RFX5	chr1:151345188-151345286	1.0	7.0
POGZ	chr1:151424286-151427823	0.0	1.0
MRPL9	chr1:151762025-151762113	0.0	5.0
MRPL9	chr1:151760899-151761447	3.0	2.0
MRPL9	chr1:151762500-151762950	2.0	3.0
MRPL9	chr1:151762025-151762105	0.0	3.0
MRPL9	chr1:151762500-151762955	2.0	3.0
MRPL9	chr1:151761552-151761962	3.0	3.0
TDRKH	chr1:151782019-151782899	1.0	10.0
TDRKH	chr1:151779242-151780051	3.0	8.0
THEM4	chr1:151890214-151895008	2.0	3.0
GATAD2B	chr1:153819735-153827558	0.0	9.0
GATAD2B	chr1:153813950-153816273	6.0	3.0
DENND4B	chr1:153932255-153932642	22.0	4.0
DENND4B	chr1:153930857-153931023	24.0	2.0
CRTC2	chr1:153948900-153949115	3.0	1.0
CRTC2	chr1:153955166-153958146	0.0	13.0
CRTC2	chr1:153948644-153948834	2.0	2.0
CRTC2	chr1:153955166-153958116	0.0	13.0
CRTC2	chr1:153955166-153958061	0.0	13.0
CRTC2	chr1:153955166-153957717	0.0	13.0
JTB	chr1:153977013-153977159	0.0	4.0
TPM3	chr1:154171488-154172029	5.0	4.0
TPM3	chr1:154173636-154176115	2.0	5.0
TPM3	chr1:154170711-154170791	4.0	3.0
TPM3	chr1:154161778-154169305	2.0	2.0
TPM3	chr1:154191733-154191902	1.0	8.0
TPM3	chr1:154191311-154191629	0.0	9.0
TPM3	chr1:154170465-154170649	7.0	2.0
C1orf43	chr1:154207648-154212286	4.0	1.0
C1orf43	chr1:154213303-154213893	4.0	1.0
C1orf43	chr1:154212624-154213182	3.0	2.0
UBE2Q1	chr1:154553172-154554516	3.0	9.0
ADAR	chr1:154598572-154601041	1.0	12.0
ADAR	chr1:154586941-154588125	10.0	3.0
ADAR	chr1:154597976-154598076	1.0	12.0
ADAR	chr1:154589928-154590342	6.0	7.0
ADAR	chr1:154598190-154598402	2.0	11.0
KCNN3	chr1:154733144-154736843	3.0	5.0
KCNN3	chr1:154733144-154736804	3.0	5.0
KCNN3	chr1:154713533-154714690	5.0	2.0
PMVK	chr1:154932415-154936395	0.0	4.0
PBXIP1	chr1:154948401-154951232	4.0	5.0
SHC1	chr1:154968525-154968771	6.0	5.0
KRTCAP2	chr1:155169857-155172351	2.0	2.0
GBA1	chr1:155240077-155240177	1.0	9.0
GBA1	chr1:155235311-155235463	8.0	2.0
GBA1	chr1:155239962-155240630	2.0	8.0
GBA1	chr1:155240299-155240630	2.0	8.0
SCAMP3	chr1:155261734-155261946	0.0	8.0
SCAMP3	chr1:155257657-155258791	4.0	4.0
SCAMP3	chr1:155260659-155261279	1.0	7.0
CLK2	chr1:155268146-155268293	4.0	7.0
CLK2	chr1:155266895-155267994	4.0	7.0
CLK2	chr1:155263400-155263573	10.0	1.0
YY1AP1	chr1:155672727-155675010	3.0	4.0
YY1AP1	chr1:155670464-155672521	3.0	4.0
YY1AP1	chr1:155668695-155670320	5.0	2.0
YY1AP1	chr1:155676746-155679158	1.0	7.0
YY1AP1	chr1:155672757-155675010	3.0	4.0
YY1AP1	chr1:155670464-155672272	3.0	4.0
YY1AP1	chr1:155672731-155674685	3.0	5.0
GON4L	chr1:155821544-155822286	3.0	27.0
GON4L	chr1:155773210-155774963	15.0	15.0
GON4L	chr1:155775169-155776395	15.0	15.0
RIT1	chr1:155904610-155904731	3.0	1.0
KHDC4	chr1:155929745-155933633	3.0	9.0
KHDC4	chr1:155916709-155917499	12.0	1.0
SSR2	chr1:156012565-156014961	3.0	1.0
SSR2	chr1:156015069-156018132	1.0	2.0
SSR2	chr1:156015073-156018270	2.0	1.0
SSR2	chr1:156019266-156020013	1.0	2.0
UBQLN4	chr1:156050579-156051110	3.0	7.0
UBQLN4	chr1:156050359-156051110	3.0	7.0
UBQLN4	chr1:156051793-156053594	1.0	9.0
PAQR6	chr1:156245277-156245782	3.0	1.0
SMG5	chr1:156259134-156260451	15.0	6.0
SMG5	chr1:156279034-156281793	0.0	21.0
SMG5	chr1:156274686-156277053	5.0	16.0
SMG5	chr1:156266380-156266507	11.0	10.0
SMG5	chr1:156273648-156274597	5.0	16.0
GLMP	chr1:156293209-156293618	3.0	1.0
GLMP	chr1:156294758-156295526	1.0	3.0
GLMP	chr1:156293710-156294018	4.0	1.0
GLMP	chr1:156294759-156295526	1.0	3.0
GLMP	chr1:156294565-156294676	2.0	3.0
CCT3	chr1:156334908-156335827	2.0	5.0
IQGAP3	chr1:156565432-156566027	4.0	33.0
HDGF	chr1:156744570-156745008	3.0	2.0
HDGF	chr1:156744348-156744501	2.0	3.0
ARHGEF11	chr1:156938513-156939149	36.0	4.0
ARHGEF11	chr1:156939285-156939548	37.0	3.0
ARHGEF11	chr1:156984948-156986082	2.0	38.0
FCRL5	chr1:157543022-157544262	5.0	11.0
FCRL5	chr1:157520561-157521017	11.0	5.0
FCRL5	chr1:157547165-157549560	2.0	14.0
TAGLN2	chr1:159920537-159922640	0.0	4.0
TAGLN2	chr1:159920537-159923192	0.0	4.0
DCAF8	chr1:160221210-160222651	1.0	1.0
DCAF8	chr1:160237186-160238607	3.0	8.0
PEX19	chr1:160282502-160282826	3.0	4.0
COPA	chr1:160305773-160306455	15.0	17.0
COPA	chr1:160305773-160306342	14.0	18.0
COPA	chr1:160313167-160323431	0.0	3.0
COPA	chr1:160314125-160317354	0.0	18.0
COPA	chr1:160317435-160323431	0.0	3.0
CD84	chr1:160550846-160550938	6.0	1.0
SLAMF1	chr1:160637529-160646014	0.0	6.0
SLAMF1	chr1:160637529-160646023	0.0	6.0
SLAMF1	chr1:160634892-160637191	2.0	4.0
SLAMF1	chr1:160634709-160637191	2.0	4.0
SLAMF1	chr1:160620676-160624096	4.0	2.0
CD244	chr1:160838518-160838820	4.0	4.0
CD244	chr1:160832719-160834051	7.0	1.0
USF1	chr1:161042217-161042586	3.0	6.0
ARHGAP30	chr1:161056447-161059614	3.0	8.0
ARHGAP30	chr1:161056528-161059614	3.0	8.0
ARHGAP30	chr1:161060262-161069528	1.0	10.0
DEDD	chr1:161123174-161123839	2.0	1.0
DEDD	chr1:161123946-161124133	1.0	2.0
ALDH9A1	chr1:165695397-165698250	0.0	10.0
ALDH9A1	chr1:165667450-165668167	7.0	3.0
TMCO1	chr1:165743255-165752102	5.0	1.0
NME7	chr1:169298763-169302307	4.0	7.0
SELL	chr1:169703440-169704036	4.0	4.0
SELL	chr1:169710517-169711069	0.0	8.0
SELL	chr1:169710517-169711024	0.0	8.0
SELL	chr1:169710517-169711148	0.0	8.0
SELL	chr1:169710517-169710637	0.0	8.0
SELL	chr1:169704094-169704568	5.0	3.0
SCYL3	chr1:169869128-169870255	5.0	7.0
CENPL	chr1:173803505-173806459	3.0	1.0
CENPL	chr1:173807310-173811132	1.0	2.0
MRPS14	chr1:175018576-175023272	1.0	1.0
COP1	chr1:176168748-176175910	1.0	2.0
COP1	chr1:176149074-176175910	1.0	2.0
GLUL	chr1:182385887-182386362	4.0	1.0
EDEM3	chr1:184708210-184710394	16.0	3.0
IVNS1ABP	chr1:185305643-185306485	4.0	8.0
TPR	chr1:186356739-186357397	14.0	36.0
UCHL5	chr1:193051817-193059316	1.0	7.0
DENND1B	chr1:197715074-197735306	0.0	13.0
DENND1B	chr1:197772932-197774487	0.0	22.0
KIF21B	chr1:201002350-201003079	7.0	26.0
KIF21B	chr1:200990719-200990917	18.0	15.0
TMEM9	chr1:201143951-201146771	3.0	1.0
PTPN7	chr1:202157938-202159281	1.0	1.0
PTPN7	chr1:202153850-202154186	5.0	3.0
UBE2T	chr1:202335058-202335642	1.0	4.0
KDM5B	chr1:202740812-202741546	19.0	7.0
KDM5B	chr1:202774735-202776105	1.0	25.0
KDM5B	chr1:202776220-202777017	1.0	7.0
KDM5B	chr1:202773284-202774613	3.0	23.0
KDM5B	chr1:202777094-202807963	1.0	2.0
ADIPOR1	chr1:202945195-202946439	3.0	3.0
PIK3C2B	chr1:204459937-204460324	6.0	25.0
PIK3C2B	chr1:204457874-204459176	6.0	25.0
PIK3C2B	chr1:204432334-204433316	25.0	6.0
RBBP5	chr1:205114905-205115858	2.0	11.0
RBBP5	chr1:205103963-205105028	4.0	9.0
RBBP5	chr1:205096852-205097326	11.0	2.0
RAB29	chr1:205771648-205774833	1.0	2.0
RAB29	chr1:205771648-205772496	2.0	2.0
FAM72A	chr1:206199879-206201874	1.0	2.0
FAM72A	chr1:206195876-206199133	1.0	2.0
EIF2D	chr1:206600308-206608280	2.0	2.0
EIF2D	chr1:206594407-206595718	11.0	1.0
EIF2D	chr1:206599092-206600263	2.0	2.0
EIF2D	chr1:206605507-206608280	4.0	8.0
EIF2D	chr1:206603204-206604609	4.0	10.0
IL10	chr1:206769894-206770399	2.0	2.0
FCMR	chr1:206913042-206913862	2.0	5.0
FCMR	chr1:206909858-206910210	5.0	2.0
NEK2	chr1:211670393-211671202	4.0	3.0
INTS7	chr1:212007399-212011375	5.0	14.0
INTS7	chr1:211968603-211975166	13.0	6.0
INTS7	chr1:212020268-212020721	1.0	18.0
INTS7	chr1:211988414-212006639	7.0	12.0
INTS7	chr1:212020754-212021083	2.0	17.0
PACC1	chr1:212375300-212376794	5.0	2.0
PACC1	chr1:212387732-212410425	2.0	5.0
PACC1	chr1:212387100-212410126	1.0	6.0
ANGEL2	chr1:213013418-213015439	0.0	8.0
ANGEL2	chr1:213013418-213015149	0.0	8.0
ANGEL2	chr1:213013418-213015226	0.0	8.0
BPNT1	chr1:220062954-220067030	3.0	3.0
RAB3GAP2	chr1:220164795-220167293	26.0	8.0
RAB3GAP2	chr1:220171107-220171889	23.0	11.0
TAF1A	chr1:222579890-222584128	2.0	7.0
TAF1A	chr1:222579825-222584128	2.0	7.0
AIDA	chr1:222687068-222687595	6.0	3.0
AIDA	chr1:222703217-222711379	0.0	9.0
TP53BP2	chr1:223796590-223799899	1.0	1.0
TP53BP2	chr1:223802344-223802429	7.0	10.0
TP53BP2	chr1:223802344-223802670	7.0	10.0
TP53BP2	chr1:223814353-223821069	1.0	16.0
NVL	chr1:224231296-224232895	15.0	2.0
NVL	chr1:224317786-224317878	3.0	3.0
NVL	chr1:224232182-224233201	16.0	1.0
NVL	chr1:224317925-224326391	2.0	4.0
WDR26	chr1:224397326-224398097	0.0	13.0
WDR26	chr1:224411565-224413253	0.0	13.0
WDR26	chr1:224423580-224424518	0.0	13.0
WDR26	chr1:224413335-224418260	0.0	13.0
WDR26	chr1:224401069-224402004	0.0	13.0
WDR26	chr1:224394013-224397167	0.0	13.0
WDR26	chr1:224424719-224431477	3.0	10.0
WDR26	chr1:224398593-224399025	0.0	3.0
WDR26	chr1:224424719-224431525	0.0	13.0
WDR26	chr1:224431777-224433684	1.0	12.0
WDR26	chr1:224418372-224419518	5.0	8.0
WDR26	chr1:224402109-224404430	0.0	13.0
LBR	chr1:225410818-225411337	8.0	4.0
TMEM63A	chr1:225847213-225848210	20.0	1.0
ENSG00000255835	chr1:225923771-225923911	0.0	7.0
ENSG00000255835	chr1:225922383-225923001	1.0	6.0
ENSG00000255835	chr1:225922383-225923431	1.0	6.0
PYCR2	chr1:225922383-225923001	1.0	4.0
PYCR2	chr1:225922383-225923431	1.0	4.0
CCSAP	chr1:229327558-229342099	1.0	1.0
ABCB10	chr1:229531731-229538814	5.0	7.0
ABCB10	chr1:229540748-229542237	4.0	8.0
TTC13	chr1:230954403-230956421	1.0	3.0
TTC13	chr1:230933861-230936158	1.0	3.0
TTC13	chr1:230956560-230958224	1.0	3.0
TTC13	chr1:230931875-230933779	7.0	13.0
C1orf131	chr1:231225523-231226391	4.0	2.0
EGLN1	chr1:231368187-231370562	0.0	3.0
PCNX2	chr1:233112966-233135013	0.0	12.0
PCNX2	chr1:233095863-233112845	0.0	12.0
PCNX2	chr1:233208610-233217899	2.0	8.0
PCNX2	chr1:233139855-233161271	0.0	2.0
PCNX2	chr1:233095863-233112799	0.0	12.0
PCNX2	chr1:233017154-233054268	0.0	12.0
TARBP1	chr1:234393476-234393646	27.0	2.0
TARBP1	chr1:234401262-234405312	23.0	6.0
TARBP1	chr1:234398553-234400853	24.0	5.0
TOMM20	chr1:235113910-235119339	2.0	2.0
RBM34	chr1:235155112-235160893	0.0	2.0
RBM34	chr1:235155112-235160145	2.0	8.0
RBM34	chr1:235138122-235148404	6.0	4.0
ERO1B	chr1:236269994-236281467	0.0	15.0
ERO1B	chr1:236236398-236242829	5.0	10.0
HEATR1	chr1:236554651-236555296	40.0	3.0
FH	chr1:241508760-241511967	4.0	5.0
FH	chr1:241517316-241519060	0.0	4.0
OPN3	chr1:241597997-241604420	2.0	1.0
OPN3	chr1:241615936-241639882	0.0	2.0
OPN3	chr1:241614164-241615854	0.0	2.0
CEP170	chr1:243176816-243185779	0.0	14.0
CEP170	chr1:243172846-243176702	0.0	14.0
AKT3	chr1:243564387-243572926	8.0	4.0
ADSS2	chr1:244433496-244436825	3.0	9.0
HNRNPU	chr1:244848856-244854318	2.0	1.0
HNRNPU	chr1:244856096-244856457	10.0	3.0
HNRNPU	chr1:244848856-244854382	2.0	1.0
HNRNPU	chr1:244848856-244854973	0.0	10.0
ZNF695	chr1:246967792-246988121	4.0	1.0
ZNF124	chr1:247159867-247171848	1.0	2.0
SH3BP5L	chr1:248814877-248816534	3.0	2.0
ZNF692	chr1:248858065-248858131	1.0	9.0
ZNF692	chr1:248857497-248857739	1.0	9.0
ZNF692	chr1:248850781-248850863	0.0	4.0
ZNF692	chr1:248858017-248858131	1.0	9.0
ZNF692	chr1:248850947-248853937	0.0	1.0
ZNF692	chr1:248858034-248858131	1.0	9.0
ZNF692	chr1:248854051-248855367	0.0	2.0
