Gene_name	Intron_coord	PTC_position	Exon_length
ENSA	chr1:150625808-150627574	153	168
CTSS	chr1:150748285-150750006	249	510
ARNT	chr1:150853278-150858349	486	519
ARNT	chr1:150852840-150858349	33	81
TMOD4	chr1:151171059-151171433	96	138
TMOD4	chr1:151174531-151174753	132	141
PI4KB	chr1:151294541-151298960	36	132
RFX5	chr1:151345443-151345928	333	336
RFX5	chr1:151344604-151344728	60	81
RFX5	chr1:151345961-151346215	9	33
RFX5	chr1:151345957-151346205	9	30
RFX5	chr1:151345188-151345286	597	678
POGZ	chr1:151424286-151427823	135	156
MRPL9	chr1:151762025-151762113	48	63
MRPL9	chr1:151760899-151761447	600	708
MRPL9	chr1:151762500-151762950	105	126
MRPL9	chr1:151762025-151762105	15	573
MRPL9	chr1:151762500-151762955	48	123
MRPL9	chr1:151761552-151761962	84	192
TDRKH	chr1:151782019-151782899	486	540
TDRKH	chr1:151779242-151780051	36	138
THEM4	chr1:151890214-151895008	963	1002
GATAD2B	chr1:153819735-153827558	252	789
GATAD2B	chr1:153813950-153816273	615	702
DENND4B	chr1:153932255-153932642	18	51
DENND4B	chr1:153930857-153931023	30	165
CRTC2	chr1:153948900-153949115	429	441
CRTC2	chr1:153955166-153958146	162	351
CRTC2	chr1:153948644-153948834	192	549
CRTC2	chr1:153955166-153958116	192	381
CRTC2	chr1:153955166-153958061	246	435
CRTC2	chr1:153955166-153957717	591	780
JTB	chr1:153977013-153977159	6	93
TPM3	chr1:154171488-154172029	837	840
TPM3	chr1:154173636-154176115	480	555
TPM3	chr1:154170711-154170791	603	699
TPM3	chr1:154161778-154169305	33	72
TPM3	chr1:154191733-154191902	486	546
TPM3	chr1:154191311-154191629	45	390
TPM3	chr1:154170465-154170649	33	66
C1orf43	chr1:154207648-154212286	93	339
C1orf43	chr1:154213303-154213893	735	846
C1orf43	chr1:154212624-154213182	672	765
UBE2Q1	chr1:154553172-154554516	105	270
ADAR	chr1:154598572-154601041	93	171
ADAR	chr1:154586941-154588125	639	762
ADAR	chr1:154597976-154598076	267	510
ADAR	chr1:154589928-154590342	141	171
ADAR	chr1:154598190-154598402	327	363
KCNN3	chr1:154733144-154736843	195	246
KCNN3	chr1:154733144-154736804	234	285
KCNN3	chr1:154713533-154714690	180	312
PMVK	chr1:154932415-154936395	186	291
PBXIP1	chr1:154948401-154951232	234	270
SHC1	chr1:154968525-154968771	3	129
KRTCAP2	chr1:155169857-155172351	204	276
GBA1	chr1:155240077-155240177	444	540
GBA1	chr1:155235311-155235463	213	381
GBA1	chr1:155239962-155240630	36	78
GBA1	chr1:155240299-155240630	333	414
SCAMP3	chr1:155261734-155261946	42	204
SCAMP3	chr1:155257657-155258791	27	165
SCAMP3	chr1:155260659-155261279	357	456
CLK2	chr1:155268146-155268293	93	138
CLK2	chr1:155266895-155267994	12	135
CLK2	chr1:155263400-155263573	351	468
YY1AP1	chr1:155672727-155675010	81	168
YY1AP1	chr1:155670464-155672521	12	210
YY1AP1	chr1:155668695-155670320	51	69
YY1AP1	chr1:155676746-155679158	246	354
YY1AP1	chr1:155672757-155675010	81	198
YY1AP1	chr1:155670464-155672272	261	459
YY1AP1	chr1:155672731-155674685	294	411
GON4L	chr1:155821544-155822286	66	69
GON4L	chr1:155773210-155774963	12	210
GON4L	chr1:155775169-155776395	81	168
RIT1	chr1:155904610-155904731	288	300
KHDC4	chr1:155929745-155933633	66	81
KHDC4	chr1:155916709-155917499	84	93
SSR2	chr1:156012565-156014961	717	756
SSR2	chr1:156015069-156018132	114	237
SSR2	chr1:156015073-156018270	102	114
SSR2	chr1:156019266-156020013	963	999
UBQLN4	chr1:156050579-156051110	225	288
UBQLN4	chr1:156050359-156051110	39	69
UBQLN4	chr1:156051793-156053594	57	87
PAQR6	chr1:156245277-156245782	120	135
SMG5	chr1:156259134-156260451	42	129
SMG5	chr1:156279034-156281793	810	888
SMG5	chr1:156274686-156277053	69	90
SMG5	chr1:156266380-156266507	594	600
SMG5	chr1:156273648-156274597	207	288
GLMP	chr1:156293209-156293618	336	618
GLMP	chr1:156294758-156295526	297	393
GLMP	chr1:156293710-156294018	378	390
GLMP	chr1:156294759-156295526	318	393
GLMP	chr1:156294565-156294676	69	201
CCT3	chr1:156334908-156335827	3	39
IQGAP3	chr1:156565432-156566027	711	816
HDGF	chr1:156744570-156745008	348	408
HDGF	chr1:156744348-156744501	384	648
ARHGEF11	chr1:156938513-156939149	351	762
ARHGEF11	chr1:156939285-156939548	684	867
ARHGEF11	chr1:156984948-156986082	585	609
FCRL5	chr1:157543022-157544262	138	165
FCRL5	chr1:157520561-157521017	111	132
FCRL5	chr1:157547165-157549560	78	222
TAGLN2	chr1:159920537-159922640	792	831
TAGLN2	chr1:159920537-159923192	240	279
DCAF8	chr1:160221210-160222651	126	129
DCAF8	chr1:160237186-160238607	18	51
PEX19	chr1:160282502-160282826	78	87
COPA	chr1:160305773-160306455	57	84
COPA	chr1:160305773-160306342	6	150
COPA	chr1:160313167-160323431	102	105
COPA	chr1:160314125-160317354	81	99
COPA	chr1:160317435-160323431	102	105
CD84	chr1:160550846-160550938	849	930
SLAMF1	chr1:160637529-160646014	834	930
SLAMF1	chr1:160637529-160646023	825	921
SLAMF1	chr1:160634892-160637191	258	279
SLAMF1	chr1:160634709-160637191	87	96
SLAMF1	chr1:160620676-160624096	867	900
CD244	chr1:160838518-160838820	42	66
CD244	chr1:160832719-160834051	171	201
USF1	chr1:161042217-161042586	96	102
ARHGAP30	chr1:161056447-161059614	72	84
ARHGAP30	chr1:161056528-161059614	72	84
ARHGAP30	chr1:161060262-161069528	552	648
DEDD	chr1:161123174-161123839	90	99
DEDD	chr1:161123946-161124133	90	108
ALDH9A1	chr1:165695397-165698250	30	309
ALDH9A1	chr1:165667450-165668167	717	846
TMCO1	chr1:165743255-165752102	57	90
NME7	chr1:169298763-169302307	834	891
SELL	chr1:169703440-169704036	522	717
SELL	chr1:169710517-169711069	408	468
SELL	chr1:169710517-169711024	453	513
SELL	chr1:169710517-169711148	330	390
SELL	chr1:169710517-169710637	840	900
SELL	chr1:169704094-169704568	831	840
SCYL3	chr1:169869128-169870255	57	201
CENPL	chr1:173803505-173806459	513	543
CENPL	chr1:173807310-173811132	36	42
MRPS14	chr1:175018576-175023272	111	159
COP1	chr1:176168748-176175910	45	60
COP1	chr1:176149074-176175910	45	60
GLUL	chr1:182385887-182386362	99	201
EDEM3	chr1:184708210-184710394	9	57
IVNS1ABP	chr1:185305643-185306485	474	654
TPR	chr1:186356739-186357397	357	456
UCHL5	chr1:193051817-193059316	18	66
DENND1B	chr1:197715074-197735306	264	330
DENND1B	chr1:197772932-197774487	648	669
KIF21B	chr1:201002350-201003079	462	705
KIF21B	chr1:200990719-200990917	39	144
TMEM9	chr1:201143951-201146771	69	132
PTPN7	chr1:202157938-202159281	150	201
PTPN7	chr1:202153850-202154186	111	126
UBE2T	chr1:202335058-202335642	39	72
KDM5B	chr1:202740812-202741546	117	138
KDM5B	chr1:202774735-202776105	858	990
KDM5B	chr1:202776220-202777017	51	78
KDM5B	chr1:202773284-202774613	0	165
KDM5B	chr1:202777094-202807963	51	78
ADIPOR1	chr1:202945195-202946439	153	213
PIK3C2B	chr1:204459937-204460324	51	60
PIK3C2B	chr1:204457874-204459176	594	768
PIK3C2B	chr1:204432334-204433316	129	135
RBBP5	chr1:205114905-205115858	87	117
RBBP5	chr1:205103963-205105028	72	108
RBBP5	chr1:205096852-205097326	105	171
RAB29	chr1:205771648-205774833	111	177
RAB29	chr1:205771648-205772496	111	177
FAM72A	chr1:206199879-206201874	27	75
FAM72A	chr1:206195876-206199133	669	753
EIF2D	chr1:206600308-206608280	18	45
EIF2D	chr1:206594407-206595718	768	789
EIF2D	chr1:206599092-206600263	18	45
EIF2D	chr1:206605507-206608280	66	108
EIF2D	chr1:206603204-206604609	576	900
IL10	chr1:206769894-206770399	339	660
FCMR	chr1:206913042-206913862	6	114
FCMR	chr1:206909858-206910210	111	135
NEK2	chr1:211670393-211671202	105	114
INTS7	chr1:212007399-212011375	135	150
INTS7	chr1:211968603-211975166	30	90
INTS7	chr1:212020268-212020721	357	492
INTS7	chr1:211988414-212006639	324	528
INTS7	chr1:212020754-212021083	408	633
PACC1	chr1:212375300-212376794	744	915
PACC1	chr1:212387732-212410425	768	843
PACC1	chr1:212387100-212410126	243	396
ANGEL2	chr1:213013418-213015439	96	231
ANGEL2	chr1:213013418-213015149	387	522
ANGEL2	chr1:213013418-213015226	309	444
BPNT1	chr1:220062954-220067030	258	363
RAB3GAP2	chr1:220164795-220167293	39	63
RAB3GAP2	chr1:220171107-220171889	135	216
TAF1A	chr1:222579890-222584128	129	132
TAF1A	chr1:222579825-222584128	36	66
AIDA	chr1:222687068-222687595	84	123
AIDA	chr1:222703217-222711379	825	939
TP53BP2	chr1:223796590-223799899	123	147
TP53BP2	chr1:223802344-223802429	252	465
TP53BP2	chr1:223802344-223802670	12	225
TP53BP2	chr1:223814353-223821069	135	297
NVL	chr1:224231296-224232895	273	396
NVL	chr1:224317786-224317878	87	93
NVL	chr1:224232182-224233201	900	957
NVL	chr1:224317925-224326391	15	48
WDR26	chr1:224397326-224398097	210	312
WDR26	chr1:224411565-224413253	210	312
WDR26	chr1:224423580-224424518	210	312
WDR26	chr1:224413335-224418260	210	312
WDR26	chr1:224401069-224402004	210	312
WDR26	chr1:224394013-224397167	210	312
WDR26	chr1:224424719-224431477	129	201
WDR26	chr1:224398593-224399025	21	78
WDR26	chr1:224424719-224431525	210	312
WDR26	chr1:224431777-224433684	54	96
WDR26	chr1:224418372-224419518	48	114
WDR26	chr1:224402109-224404430	210	312
LBR	chr1:225410818-225411337	480	528
TMEM63A	chr1:225847213-225848210	225	345
ENSG00000255835	chr1:225923771-225923911	48	198
ENSG00000255835	chr1:225922383-225923001	636	771
ENSG00000255835	chr1:225922383-225923431	207	342
PYCR2	chr1:225922383-225923001	636	771
PYCR2	chr1:225922383-225923431	207	342
CCSAP	chr1:229327558-229342099	798	822
ABCB10	chr1:229531731-229538814	633	777
ABCB10	chr1:229540748-229542237	117	141
TTC13	chr1:230954403-230956421	78	93
TTC13	chr1:230933861-230936158	78	93
TTC13	chr1:230956560-230958224	78	93
TTC13	chr1:230931875-230933779	123	141
C1orf131	chr1:231225523-231226391	315	435
EGLN1	chr1:231368187-231370562	510	621
PCNX2	chr1:233112966-233135013	21	36
PCNX2	chr1:233095863-233112845	21	36
PCNX2	chr1:233208610-233217899	48	93
PCNX2	chr1:233139855-233161271	30	33
PCNX2	chr1:233095863-233112799	21	36
PCNX2	chr1:233017154-233054268	21	36
TARBP1	chr1:234393476-234393646	3	114
TARBP1	chr1:234401262-234405312	585	786
TARBP1	chr1:234398553-234400853	303	411
TOMM20	chr1:235113910-235119339	465	561
RBM34	chr1:235155112-235160893	54	60
RBM34	chr1:235155112-235160145	174	501
RBM34	chr1:235138122-235148404	3	33
ERO1B	chr1:236269994-236281467	138	315
ERO1B	chr1:236236398-236242829	567	669
HEATR1	chr1:236554651-236555296	39	54
FH	chr1:241508760-241511967	132	156
FH	chr1:241517316-241519060	492	663
OPN3	chr1:241597997-241604420	213	252
OPN3	chr1:241615936-241639882	306	327
OPN3	chr1:241614164-241615854	306	327
CEP170	chr1:243176816-243185779	21	36
CEP170	chr1:243172846-243176702	21	36
AKT3	chr1:243564387-243572926	597	666
ADSS2	chr1:244433496-244436825	942	951
HNRNPU	chr1:244848856-244854318	609	726
HNRNPU	chr1:244856096-244856457	156	192
HNRNPU	chr1:244848856-244854382	546	663
HNRNPU	chr1:244848856-244854973	117	126
ZNF695	chr1:246967792-246988121	90	99
ZNF124	chr1:247159867-247171848	126	180
SH3BP5L	chr1:248814877-248816534	351	429
ZNF692	chr1:248858065-248858131	126	240
ZNF692	chr1:248857497-248857739	81	123
ZNF692	chr1:248850781-248850863	216	219
ZNF692	chr1:248858017-248858131	126	192
ZNF692	chr1:248850947-248853937	222	267
ZNF692	chr1:248858034-248858131	174	207
ZNF692	chr1:248854051-248855367	33	114
