Gene_name	Intron_coord	distance_from_start
EIF2D	chr1:206599092-206600263	102
EIF2D	chr1:206605507-206608280	420
EIF2D	chr1:206603204-206604609	744
IL10	chr1:206769894-206770399	429
FCMR	chr1:206913042-206913862	378
FCMR	chr1:206909858-206910210	864
NEK2	chr1:211670393-211671202	645
INTS7	chr1:212007399-212011375	570
INTS7	chr1:211968603-211975166	1875
INTS7	chr1:212020268-212020721	228
INTS7	chr1:211988414-212006639	1083
INTS7	chr1:212020754-212021083	447
PACC1	chr1:212375300-212376794	807
PACC1	chr1:212387732-212410425	207
PACC1	chr1:212387100-212410126	189
ANGEL2	chr1:213013418-213015439	135
ANGEL2	chr1:213013418-213015149	135
ANGEL2	chr1:213013418-213015226	135
BPNT1	chr1:220062954-220067030	378
RAB3GAP2	chr1:220164795-220167293	3111
RAB3GAP2	chr1:220171107-220171889	2658
TAF1A	chr1:222579890-222584128	294
TAF1A	chr1:222579825-222584128	321
AIDA	chr1:222687068-222687595	531
AIDA	chr1:222703217-222711379	114
TP53BP2	chr1:223796590-223799899	51
TP53BP2	chr1:223802344-223802429	1044
TP53BP2	chr1:223802344-223802670	1044
TP53BP2	chr1:223814353-223821069	189
NVL	chr1:224231296-224232895	1920
NVL	chr1:224317786-224317878	189
NVL	chr1:224232182-224233201	1944
NVL	chr1:224232972-224233201	84
NVL	chr1:224317925-224326391	162
WDR26	chr1:224397326-224398097	6
WDR26	chr1:224411565-224413253	6
WDR26	chr1:224423580-224424518	6
WDR26	chr1:224413335-224418260	6
WDR26	chr1:224401069-224402004	6
WDR26	chr1:224394013-224397167	6
WDR26	chr1:224424719-224431477	999
WDR26	chr1:224398593-224399025	6
WDR26	chr1:224424719-224431525	102
WDR26	chr1:224431777-224433684	762
WDR26	chr1:224418372-224419518	1227
WDR26	chr1:224402109-224404430	6
LBR	chr1:225410818-225411337	1236
TMEM63A	chr1:225847213-225848210	2307
TMEM63A	chr1:225866208-225866574	759
ENSG00000255835	chr1:225923771-225923911	150
ENSG00000255835	chr1:225922383-225923001	201
ENSG00000255835	chr1:225922383-225923431	201
PYCR2	chr1:225923771-225923911	150
CCSAP	chr1:229327558-229342099	390
ABCB10	chr1:229531731-229538814	1347
ABCB10	chr1:229540748-229542237	1080
TTC13	chr1:230954403-230956421	252
TTC13	chr1:230933861-230936158	252
TTC13	chr1:230956560-230958224	252
TTC13	chr1:230931875-230933779	840
C1orf131	chr1:231225523-231226391	726
EGLN1	chr1:231368187-231370562	1257
PCNX2	chr1:233112966-233135013	15
PCNX2	chr1:233095863-233112845	15
PCNX2	chr1:233208610-233217899	135
PCNX2	chr1:233139855-233161271	3
PCNX2	chr1:233095863-233112799	15
PCNX2	chr1:233017154-233054268	15
TARBP1	chr1:234393476-234393646	4545
TARBP1	chr1:234401262-234405312	3993
TARBP1	chr1:234398553-234400853	4095
TOMM20	chr1:235113910-235119339	264
RBM34	chr1:235155112-235160893	6
RBM34	chr1:235155112-235160145	555
RBM34	chr1:235138122-235148404	729
ERO1B	chr1:236269994-236281467	177
ERO1B	chr1:236236398-236242829	531
HEATR1	chr1:236554651-236555296	5937
FH	chr1:241508760-241511967	579
FH	chr1:241517316-241519060	171
OPN3	chr1:241597997-241604420	570
OPN3	chr1:241615936-241639882	21
OPN3	chr1:241614164-241615854	21
CEP170	chr1:243176816-243185779	15
CEP170	chr1:243172846-243176702	15
AKT3	chr1:243564387-243572926	888
ADSS2	chr1:244433496-244436825	363
HNRNPU	chr1:244848856-244854318	456
HNRNPU	chr1:244856096-244856457	1890
HNRNPU	chr1:244848856-244854382	456
HNRNPU	chr1:244848856-244854973	9
ZNF695	chr1:246967792-246988121	402
ZNF124	chr1:247159867-247171848	84
SH3BP5L	chr1:248814877-248816534	453
ZNF692	chr1:248858065-248858131	291
ZNF692	chr1:248857497-248857739	219
ZNF692	chr1:248850781-248850863	3
ZNF692	chr1:248858017-248858131	243
ZNF692	chr1:248850947-248853937	1197
ZNF692	chr1:248858034-248858131	210
ZNF692	chr1:248854051-248855367	1131
