Gene_name	Intron_coord	Exons_before	Exons_after
TAF1A	chr1:222579825-222584128	2.0	7.0
AIDA	chr1:222687068-222687595	6.0	3.0
AIDA	chr1:222703217-222711379	0.0	9.0
TP53BP2	chr1:223796590-223799899	1.0	1.0
TP53BP2	chr1:223802344-223802429	7.0	10.0
TP53BP2	chr1:223803417-223804174	6.0	11.0
TP53BP2	chr1:223802344-223802670	7.0	10.0
TP53BP2	chr1:223814353-223821069	1.0	16.0
NVL	chr1:224231296-224232895	15.0	2.0
NVL	chr1:224317786-224317878	3.0	3.0
NVL	chr1:224232182-224233201	16.0	1.0
NVL	chr1:224317925-224326391	2.0	4.0
WDR26	chr1:224397326-224398097	0.0	13.0
WDR26	chr1:224411565-224413253	0.0	13.0
WDR26	chr1:224422044-224424518	0.0	13.0
WDR26	chr1:224413335-224418260	0.0	13.0
WDR26	chr1:224401069-224402004	0.0	13.0
WDR26	chr1:224394013-224397167	0.0	13.0
WDR26	chr1:224424719-224431477	3.0	10.0
WDR26	chr1:224398593-224399025	0.0	3.0
WDR26	chr1:224424719-224431525	0.0	13.0
WDR26	chr1:224431777-224433684	1.0	12.0
WDR26	chr1:224402109-224404430	0.0	13.0
LBR	chr1:225410818-225411337	8.0	4.0
TMEM63A	chr1:225849029-225849912	19.0	2.0
TMEM63A	chr1:225847213-225848210	20.0	1.0
TMEM63A	chr1:225866050-225866574	7.0	14.0
TMEM63A	chr1:225862351-225862463	10.0	11.0
TMEM63A	chr1:225874338-225877395	2.0	19.0
TMEM63A	chr1:225862351-225862459	10.0	11.0
TMEM63A	chr1:225860997-225862212	10.0	11.0
TMEM63A	chr1:225862347-225862455	10.0	11.0
ENSG00000255835	chr1:225923771-225923911	0.0	7.0
ENSG00000255835	chr1:225922383-225923001	1.0	6.0
PYCR2	chr1:225922383-225923001	1.0	4.0
SDE2	chr1:225995383-225998545	0.0	6.0
LIN9	chr1:226277906-226286333	5.0	8.0
LIN9	chr1:226233523-226238495	10.0	3.0
PARP1	chr1:226364070-226364234	18.0	4.0
PARP1	chr1:226392980-226402214	2.0	20.0
PARP1	chr1:226392498-226402214	2.0	20.0
PARP1	chr1:226385680-226386219	6.0	16.0
CDC42BPA	chr1:227013126-227016080	0.0	20.0
CDC42BPA	chr1:227094086-227100992	0.0	22.0
CDC42BPA	chr1:227085744-227091886	0.0	22.0
CDC42BPA	chr1:227199648-227213136	3.0	33.0
CDC42BPA	chr1:227087296-227091886	0.0	22.0
CDC42BPA	chr1:227081017-227087189	0.0	22.0
CDC42BPA	chr1:227026152-227029060	0.0	6.0
CDC42BPA	chr1:227081017-227084620	0.0	22.0
CDC42BPA	chr1:227081017-227085668	0.0	22.0
CDC42BPA	chr1:227084729-227091886	0.0	22.0
CDC42BPA	chr1:227031459-227033334	0.0	9.0
C1orf35	chr1:228101914-228102080	6.0	1.0
C1orf35	chr1:228101473-228101735	5.0	2.0
TRIM11	chr1:228396567-228396947	1.0	3.0
CCSAP	chr1:229327006-229341706	0.0	2.0
CCSAP	chr1:229327558-229342099	1.0	1.0
NUP133	chr1:229496047-229497684	5.0	20.0
NUP133	chr1:229506158-229507919	0.0	25.0
NUP133	chr1:229486528-229487022	9.0	16.0
ABCB10	chr1:229531731-229538814	5.0	7.0
ABCB10	chr1:229540748-229542237	4.0	8.0
TTC13	chr1:230954403-230956421	1.0	3.0
TTC13	chr1:230933861-230934853	1.0	3.0
TTC13	chr1:230954378-230958224	4.0	16.0
TTC13	chr1:230933861-230936158	1.0	3.0
TTC13	chr1:230956560-230958224	1.0	3.0
TTC13	chr1:230907019-230907850	19.0	1.0
TTC13	chr1:230931875-230933779	7.0	13.0
C1orf131	chr1:231225523-231226391	4.0	2.0
EGLN1	chr1:231368187-231370562	0.0	3.0
PCNX2	chr1:233095863-233125903	0.0	12.0
PCNX2	chr1:233112966-233135013	0.0	12.0
PCNX2	chr1:233095863-233112845	0.0	12.0
PCNX2	chr1:233139855-233161271	0.0	2.0
PCNX2	chr1:233095863-233112799	0.0	12.0
PCNX2	chr1:233263122-233295326	1.0	32.0
PCNX2	chr1:233126206-233135013	0.0	12.0
PCNX2	chr1:233057290-233065445	0.0	12.0
PCNX2	chr1:233065661-233090061	0.0	12.0
PCNX2	chr1:233208610-233217899	2.0	8.0
PCNX2	chr1:233025608-233054268	2.0	7.0
PCNX2	chr1:233017154-233054268	0.0	12.0
TARBP1	chr1:234393476-234393646	27.0	2.0
TARBP1	chr1:234465708-234466738	3.0	26.0
TARBP1	chr1:234450566-234457357	8.0	21.0
TARBP1	chr1:234401262-234405312	23.0	6.0
TARBP1	chr1:234429555-234430087	15.0	14.0
TARBP1	chr1:234398553-234400853	24.0	5.0
TOMM20	chr1:235113910-235119339	2.0	2.0
RBM34	chr1:235155112-235160893	0.0	2.0
ARID4B	chr1:235225562-235229231	10.0	12.0
B3GALNT2	chr1:235455684-235456973	9.0	1.0
B3GALNT2	chr1:235489352-235494681	3.0	9.0
B3GALNT2	chr1:235494828-235495986	1.0	9.0
B3GALNT2	chr1:235494823-235504141	1.0	10.0
B3GALNT2	chr1:235484504-235489168	4.0	8.0
NID1	chr1:235980653-235981649	16.0	3.0
ERO1B	chr1:236269994-236281467	0.0	15.0
ERO1B	chr1:236236398-236242829	5.0	10.0
HEATR1	chr1:236590919-236591993	11.0	32.0
FH	chr1:241508760-241511967	4.0	5.0
FH	chr1:241517316-241519060	0.0	4.0
OPN3	chr1:241597997-241604420	2.0	1.0
OPN3	chr1:241615936-241639882	0.0	2.0
OPN3	chr1:241614164-241615854	0.0	2.0
OPN3	chr1:241628493-241639882	0.0	2.0
CEP170	chr1:243176816-243185779	0.0	14.0
CEP170	chr1:243172846-243176702	0.0	14.0
AKT3	chr1:243637708-243645893	4.0	8.0
AKT3	chr1:243553090-243563720	9.0	3.0
AKT3	chr1:243564387-243572926	8.0	4.0
ADSS2	chr1:244424387-244431991	3.0	9.0
ADSS2	chr1:244433496-244436825	3.0	9.0
HNRNPU	chr1:244848856-244854318	2.0	1.0
HNRNPU	chr1:244856096-244856457	10.0	3.0
HNRNPU	chr1:244848856-244854382	2.0	1.0
HNRNPU	chr1:244848856-244854973	0.0	10.0
SMYD3	chr1:245928033-245929512	4.0	6.0
AHCTF1	chr1:246898260-246899451	11.0	24.0
ZNF695	chr1:246967792-246988121	4.0	1.0
ZNF124	chr1:247159867-247171848	1.0	2.0
ZNF496	chr1:247309806-247310079	3.0	3.0
ZNF496	chr1:247310235-247310324	4.0	2.0
SH3BP5L	chr1:248814877-248816534	3.0	2.0
SH3BP5L	chr1:248813600-248814449	4.0	1.0
SH3BP5L	chr1:248813245-248814449	4.0	1.0
ZNF692	chr1:248858065-248858131	1.0	9.0
ZNF692	chr1:248857497-248857739	1.0	9.0
ZNF692	chr1:248850781-248850863	0.0	4.0
ZNF692	chr1:248854002-248855380	0.0	2.0
ZNF692	chr1:248858017-248858131	1.0	9.0
ZNF692	chr1:248850947-248853937	0.0	1.0
ZNF692	chr1:248858034-248858131	1.0	9.0
ZNF692	chr1:248854051-248855367	0.0	2.0
KLHL17	chr1:962913-963032	0.0	2.0
KLHL17	chr1:962471-962616	5.0	6.0
KLHL17	chr1:961980-962355	4.0	7.0
KLHL17	chr1:964167-964349	10.0	1.0
KLHL17	chr1:963823-963920	7.0	4.0
AGRN	chr1:1051815-1053725	33.0	2.0
SCNN1D	chr1:1280666-1280837	1.0	16.0
PUSL1	chr1:1309000-1309086	3.0	4.0
ATAD3B	chr1:1477350-1477751	2.0	13.0
ATAD3B	chr1:1489274-1489692	13.0	2.0
ATAD3B	chr1:1472306-1477274	2.0	13.0
ATAD3B	chr1:1489811-1490257	12.0	3.0
ATAD3A	chr1:1518990-1519492	5.0	10.0
ATAD3A	chr1:1527809-1529223	14.0	1.0
ATAD3A	chr1:1519571-1520141	4.0	11.0
MIB2	chr1:1623482-1623774	2.0	15.0
MIB2	chr1:1624901-1624965	3.0	14.0
MIB2	chr1:1625653-1626367	6.0	11.0
PRKCZ	chr1:2169604-2171553	11.0	6.0
PRKCZ	chr1:2055876-2056484	1.0	16.0
PLCH2	chr1:2503643-2503922	1.0	17.0
TNFRSF14	chr1:2556997-2557726	0.0	5.0
TP73	chr1:3722207-3723359	4.0	6.0
DFFB	chr1:3858844-3865643	2.0	4.0
DFFB	chr1:3858844-3865762	2.0	4.0
DFFB	chr1:3858866-3865812	2.0	4.0
DFFB	chr1:3866398-3867974	2.0	4.0
DFFB	chr1:3873137-3883507	5.0	1.0
KCNAB2	chr1:6095624-6095939	12.0	2.0
KCNAB2	chr1:6090475-6090730	9.0	6.0
KCNAB2	chr1:6040645-6041168	1.0	13.0
KCNAB2	chr1:6094962-6095323	9.0	5.0
KCNAB2	chr1:6072798-6073354	3.0	11.0
KCNAB2	chr1:6073384-6073733	2.0	12.0
KCNAB2	chr1:6096204-6096636	11.0	3.0
RNF207	chr1:6206726-6207064	1.0	15.0
RNF207	chr1:6212898-6213066	13.0	3.0
RNF207	chr1:6212903-6213066	13.0	3.0
RNF207	chr1:6211118-6211923	11.0	5.0
ESPN	chr1:6441291-6444481	4.0	8.0
ESPN	chr1:6460980-6461180	0.0	5.0
ZBTB48	chr1:6586030-6586577	3.0	6.0
ZBTB48	chr1:6582223-6585919	2.0	7.0
ZBTB48	chr1:6588196-6588282	7.0	2.0
ZBTB48	chr1:6587291-6587515	7.0	2.0
ZBTB48	chr1:6586050-6586695	4.0	5.0
ZBTB48	chr1:6588201-6588278	7.0	2.0
ZBTB48	chr1:6586030-6586595	3.0	6.0
THAP3	chr1:6628691-6629643	2.0	2.0
THAP3	chr1:6625292-6627763	1.0	3.0
CAMTA1	chr1:6825210-6828314	0.0	2.0
VAMP3	chr1:7771916-7773442	0.0	4.0
PER3	chr1:7787246-7788045	2.0	18.0
PARK7	chr1:7965425-7969085	2.0	3.0
H6PD	chr1:9245561-9246784	1.0	2.0
H6PD	chr1:9240018-9244933	1.0	3.0
H6PD	chr1:9247083-9262027	2.0	1.0
TMEM201	chr1:9609911-9610615	8.0	2.0
TMEM201	chr1:9602336-9607557	5.0	5.0
TMEM201	chr1:9611073-9611753	1.0	2.0
PIK3CD	chr1:9716241-9716440	3.0	18.0
PIK3CD	chr1:9716619-9716970	4.0	17.0
PIK3CD	chr1:9717108-9717457	5.0	16.0
PIK3CD	chr1:9718158-9718694	5.0	16.0
UBE4B	chr1:10101199-10102948	4.0	22.0
UBE4B	chr1:10127067-10129392	9.0	17.0
UBE4B	chr1:10161286-10166244	0.0	2.0
UBE4B	chr1:10122859-10126794	8.0	18.0
UBE4B	chr1:10179167-10179416	24.0	2.0
UBE4B	chr1:10101224-10102948	3.0	23.0
UBE4B	chr1:10168270-10171105	23.0	3.0
KIF1B	chr1:10282533-10287292	0.0	1.0
KIF1B	chr1:10365245-10365495	41.0	6.0
KIF1B	chr1:10320165-10321709	21.0	26.0
KIF1B	chr1:10272306-10274915	8.0	38.0
KIF1B	chr1:10344917-10345845	31.0	15.0
PGD	chr1:10399704-10400376	1.0	4.0
CENPS-CORT	chr1:10431401-10433842	0.0	4.0
CENPS	chr1:10431401-10433842	0.0	4.0
PEX14	chr1:10495721-10536213	1.0	7.0
PEX14	chr1:10475740-10495274	0.0	8.0
TARDBP	chr1:11013965-11016123	1.0	4.0
TARDBP	chr1:11017007-11018374	2.0	3.0
TARDBP	chr1:11022715-11023193	4.0	1.0
TARDBP	chr1:11016254-11016844	1.0	3.0
TARDBP	chr1:11022177-11023156	0.0	2.0
FBXO44	chr1:11656100-11658269	1.0	2.0
AGTRAP	chr1:11745837-11745988	2.0	2.0
AGTRAP	chr1:11745837-11745930	2.0	2.0
CLCN6	chr1:11819554-11822703	5.0	17.0
CLCN6	chr1:11822934-11823707	5.0	17.0
CLCN6	chr1:11828872-11829196	11.0	11.0
CLCN6	chr1:11815911-11816619	3.0	19.0
CLCN6	chr1:11829299-11833515	13.0	9.0
CLCN6	chr1:11806349-11806821	1.0	20.0
CLCN6	chr1:11836183-11836999	17.0	5.0
CLCN6	chr1:11837156-11837377	19.0	3.0
CLCN6	chr1:11819554-11822783	6.0	16.0
CLCN6	chr1:11826214-11827115	10.0	12.0
CLCN6	chr1:11826224-11827089	10.0	12.0
CLCN6	chr1:11833638-11833887	14.0	8.0
PLOD1	chr1:11957014-11957090	7.0	11.0
PLOD1	chr1:11952735-11954574	5.0	13.0
MFN2	chr1:11989343-11992279	1.0	15.0
MFN2	chr1:12007295-12009592	14.0	2.0
TNFRSF8	chr1:12063995-12084464	0.0	14.0
TNFRSF8	chr1:12064276-12084464	0.0	14.0
TNFRSF8	chr1:12064491-12084464	0.0	14.0
TNFRSF8	chr1:12063826-12084464	0.0	14.0
TNFRSF1B	chr1:12191085-12191829	3.0	6.0
TNFRSF1B	chr1:12194025-12194584	8.0	1.0
VPS13D	chr1:12268863-12270994	15.0	53.0
VPS13D	chr1:12234363-12241895	1.0	67.0
PRDM2	chr1:13731196-13732779	1.0	6.0
DNAJC16	chr1:15564359-15565182	10.0	3.0
DNAJC16	chr1:15534289-15536475	2.0	9.0
DNAJC16	chr1:15566410-15567099	11.0	2.0
DNAJC16	chr1:15566180-15567103	12.0	1.0
DNAJC16	chr1:15565453-15565919	0.0	3.0
DNAJC16	chr1:15560329-15562142	6.0	7.0
DNAJC16	chr1:15566421-15567099	11.0	2.0
DNAJC16	chr1:15566299-15567099	11.0	2.0
DDI2	chr1:15633879-15643522	0.0	2.0
DDI2	chr1:15633565-15643522	0.0	2.0
DDI2	chr1:15633565-15633798	0.0	2.0
PLEKHM2	chr1:15720487-15721329	5.0	14.0
PLEKHM2	chr1:15731102-15731192	14.0	5.0
PLEKHM2	chr1:15728313-15728669	11.0	8.0
SLC25A34	chr1:15739097-15739224	3.0	1.0
CLCNKA	chr1:16028119-16028720	9.0	9.0
CLCNKA	chr1:16026257-16026536	4.0	14.0
SZRD1	chr1:16367308-16390550	1.0	2.0
SZRD1	chr1:16368015-16391375	0.0	3.0
NECAP2	chr1:16448141-16448249	4.0	3.0
NECAP2	chr1:16447942-16448060	3.0	4.0
CROCC	chr1:16948926-16953302	0.0	16.0
CROCC	chr1:16945606-16946300	0.0	20.0
CROCC	chr1:16969340-16969716	32.0	4.0
CROCC	chr1:16948524-16953302	0.0	16.0
CROCC	chr1:16946991-16951913	0.0	16.0
MRTO4	chr1:19252248-19254782	0.0	7.0
SLC66A1	chr1:19328053-19328572	5.0	1.0
SLC66A1	chr1:19324762-19325526	2.0	4.0
MICOS10	chr1:19597853-19622100	0.0	3.0
OTUD3	chr1:19904378-19904891	5.0	2.0
OTUD3	chr1:19882720-19890385	1.0	6.0
NBPF3	chr1:21472915-21473223	4.0	8.0
NBPF3	chr1:21478227-21479349	7.0	5.0
LDLRAD2	chr1:21821902-21822202	3.0	1.0
LDLRAD2	chr1:21821921-21822202	3.0	1.0
CDC42	chr1:22078583-22078706	1.0	3.0
ZBTB40	chr1:22501971-22502299	2.0	14.0
ZBTB40	chr1:22501684-22501877	3.0	13.0
ZBTB40	chr1:22517643-22520061	11.0	5.0
ZBTB40	chr1:22520285-22521496	13.0	3.0
RPL11	chr1:23692060-23692609	0.0	5.0
ELOA	chr1:23744270-23749021	0.0	5.0
SRRM1	chr1:24647149-24648859	2.0	15.0
SRRM1	chr1:24653032-24654306	8.0	9.0
SRRM1	chr1:24643347-24645283	1.0	16.0
SRRM1	chr1:24647208-24648859	2.0	15.0
MACO1	chr1:25489293-25491346	7.0	1.0
MACO1	chr1:25458892-25484127	6.0	4.0
MACO1	chr1:25489293-25491462	7.0	1.0
LDLRAP1	chr1:25554020-25554860	2.0	6.0
SELENON	chr1:25809150-25809747	6.0	5.0
SELENON	chr1:25813663-25813881	8.0	3.0
SELENON	chr1:25812792-25813575	8.0	3.0
MTFR1L	chr1:25823323-25823644	0.0	4.0
MTFR1L	chr1:25823128-25823238	1.0	3.0
MTFR1L	chr1:25823128-25823346	1.0	3.0
CNKSR1	chr1:26182082-26182361	3.0	17.0
CNKSR1	chr1:26183830-26184214	2.0	1.0
CNKSR1	chr1:26183830-26184142	2.0	1.0
CNKSR1	chr1:26177580-26180453	2.0	18.0
CEP85	chr1:26274612-26274964	0.0	9.0
CEP85	chr1:26269364-26269460	6.0	6.0
CEP85	chr1:26272071-26274534	10.0	2.0
CD52	chr1:26318640-26320171	0.0	1.0
DHDDS	chr1:26438284-26442335	2.0	3.0
DHDDS	chr1:26438284-26441599	2.0	1.0
DHDDS	chr1:26438284-26442708	2.0	3.0
DHDDS	chr1:26447660-26453481	1.0	3.0
HMGN2	chr1:26473585-26473703	3.0	2.0
HMGN2	chr1:26472627-26473460	1.0	4.0
HMGN2	chr1:26473817-26474085	2.0	3.0
RPS6KA1	chr1:26551723-26552818	6.0	15.0
RPS6KA1	chr1:26555625-26556076	11.0	10.0
RPS6KA1	chr1:26556163-26556654	10.0	11.0
RPS6KA1	chr1:26530902-26536925	0.0	21.0
ARID1A	chr1:26773898-26774116	0.0	4.0
ARID1A	chr1:26773898-26775577	0.0	4.0
ARID1A	chr1:26775956-26779023	17.0	1.0
ARID1A	chr1:26772987-26773376	0.0	4.0
ARID1A	chr1:26775707-26775817	0.0	2.0
ARID1A	chr1:26774203-26774329	15.0	3.0
PIGV	chr1:26794206-26794803	2.0	1.0
ZDHHC18	chr1:26852865-26853462	2.0	3.0
ZDHHC18	chr1:26853566-26853726	6.0	1.0
WDTC1	chr1:27296401-27296900	9.0	5.0
WDTC1	chr1:27287861-27292219	5.0	9.0
TMEM222	chr1:27331137-27332070	1.0	4.0
TMEM222	chr1:27334754-27335379	4.0	1.0
SYTL1	chr1:27350272-27350389	7.0	6.0
FAM76A	chr1:27734183-27744151	4.0	3.0
FAM76A	chr1:27734183-27744658	4.0	3.0
FAM76A	chr1:27726809-27727472	0.0	8.0
FAM76A	chr1:27749154-27755262	6.0	2.0
THEMIS2	chr1:27880054-27882513	3.0	2.0
THEMIS2	chr1:27876733-27879644	2.0	4.0
THEMIS2	chr1:27876728-27879949	2.0	4.0
THEMIS2	chr1:27872640-27876588	1.0	1.0
SMPDL3B	chr1:27945445-27948994	2.0	4.0
XKR8	chr1:27964235-27965351	0.0	1.0
SESN2	chr1:28271871-28272318	4.0	5.0
PHACTR4	chr1:28438488-28459085	0.0	12.0
PHACTR4	chr1:28457859-28459085	2.0	3.0
PHACTR4	chr1:28439361-28457832	0.0	3.0
PHACTR4	chr1:28489894-28490951	8.0	4.0
RCC1	chr1:28535380-28535610	5.0	3.0
RCC1	chr1:28535656-28535871	4.0	4.0
TRNAU1AP	chr1:28564985-28567294	4.0	4.0
TRNAU1AP	chr1:28553307-28553640	0.0	8.0
TRNAU1AP	chr1:28561260-28561346	2.0	6.0
TRNAU1AP	chr1:28560732-28561113	3.0	5.0
TRNAU1AP	chr1:28553311-28553640	0.0	8.0
TRNAU1AP	chr1:28560732-28560868	3.0	5.0
GMEB1	chr1:28697091-28702438	5.0	3.0
YTHDF2	chr1:28737797-28738259	2.0	2.0
EPB41	chr1:29031913-29033093	0.0	9.0
EPB41	chr1:29035283-29035826	0.0	9.0
EPB41	chr1:29065158-29065684	0.0	9.0
EPB41	chr1:29065825-29068733	14.0	2.0
EPB41	chr1:29033245-29035006	8.0	7.0
EPB41	chr1:28987905-28988763	0.0	7.0
EPB41	chr1:29030487-29031788	0.0	7.0
PTPRU	chr1:29260267-29260610	5.0	25.0
SERINC2	chr1:31427351-31428978	5.0	4.0
TINAGL1	chr1:31579813-31583149	1.0	9.0
KHDRBS1	chr1:32038119-32038552	5.0	3.0
TMEM39B	chr1:32073872-32074951	0.0	4.0
TMEM39B	chr1:32095762-32100442	6.0	2.0
TMEM39B	chr1:32075822-32076564	3.0	1.0
TMEM39B	chr1:32075077-32075667	2.0	2.0
TMEM39B	chr1:32073098-32074951	1.0	3.0
TMEM39B	chr1:32076254-32076763	2.0	6.0
KPNA6	chr1:32159531-32160619	6.0	7.0
KPNA6	chr1:32108134-32154590	1.0	12.0
KPNA6	chr1:32157038-32157346	2.0	11.0
CCDC28B	chr1:32204045-32204233	2.0	2.0
CCDC28B	chr1:32202099-32203884	1.0	1.0
EIF3I	chr1:32226320-32228499	5.0	4.0
EIF3I	chr1:32224475-32226105	4.0	6.0
EIF3I	chr1:32226283-32226403	5.0	5.0
EIF3I	chr1:32224475-32226149	4.0	6.0
EIF3I	chr1:32229024-32229135	7.0	3.0
LCK	chr1:32279747-32279814	8.0	2.0
LCK	chr1:32276047-32276337	6.0	5.0
LCK	chr1:32274818-32275321	2.0	8.0
LCK	chr1:32275672-32275949	5.0	6.0
HDAC1	chr1:32327458-32327536	4.0	9.0
HDAC1	chr1:32327077-32327406	5.0	8.0
RBBP4	chr1:32651654-32651914	0.0	2.0
AZIN2	chr1:33083142-33083954	0.0	8.0
AZIN2	chr1:33092222-33093245	3.0	5.0
ZNF362	chr1:33270612-33275214	1.0	6.0
ZSCAN20	chr1:33491323-33493187	5.0	1.0
ZSCAN20	chr1:33489191-33491025	1.0	1.0
ZMYM1	chr1:35110447-35111825	6.0	2.0
ZMYM1	chr1:35110447-35111776	6.0	2.0
ZMYM1	chr1:35094009-35095819	1.0	7.0
ZMYM4	chr1:35385592-35387003	0.0	23.0
ZMYM4	chr1:35387942-35388910	12.0	17.0
ZMYM4	chr1:35397123-35397377	18.0	11.0
ZMYM4	chr1:35359777-35361194	2.0	27.0
ZMYM4	chr1:35396670-35397052	19.0	10.0
ZMYM4	chr1:35361789-35362191	0.0	23.0
ZMYM4	chr1:35362266-35370029	4.0	25.0
NCDN	chr1:35563909-35566708	1.0	2.0
NCDN	chr1:35559247-35560310	2.0	4.0
NCDN	chr1:35558484-35559107	0.0	6.0
NCDN	chr1:35562633-35562792	4.0	2.0
TFAP2E	chr1:35588552-35589898	4.0	2.0
TFAP2E	chr1:35588472-35589930	5.0	1.0
AGO4	chr1:35825494-35825605	4.0	13.0
AGO1	chr1:35893278-35893592	4.0	14.0
AGO1	chr1:35888610-35892528	3.0	15.0
AGO1	chr1:35917727-35917947	16.0	2.0
AGO1	chr1:35918070-35918322	15.0	3.0
MAP7D1	chr1:36178823-36178925	12.0	4.0
MAP7D1	chr1:36177574-36177873	7.0	9.0
THRAP3	chr1:36294241-36296583	5.0	4.0
SH3D21	chr1:36308475-36309292	9.0	6.0
SH3D21	chr1:36307673-36307770	1.0	11.0
SH3D21	chr1:36307963-36308389	2.0	4.0
SH3D21	chr1:36308475-36309511	10.0	5.0
SH3D21	chr1:36319312-36319675	5.0	1.0
ZC3H12A	chr1:37481835-37482350	3.0	1.0
ZC3H12A	chr1:37480429-37481698	2.0	1.0
MANEAL	chr1:37796292-37796744	1.0	2.0
MACF1	chr1:39215433-39231182	1.0	91.0
MACF1	chr1:39215719-39231182	0.0	92.0
MACF1	chr1:39358873-39359138	0.0	70.0
MACF1	chr1:39215407-39231182	1.0	91.0
MACF1	chr1:39327353-39328601	0.0	70.0
BMP8A	chr1:39511363-39511787	2.0	4.0
PPIE	chr1:39742031-39743216	4.0	5.0
PPIE	chr1:39739293-39740165	0.0	9.0
PPIE	chr1:39739695-39740165	0.0	9.0
PPIE	chr1:39738923-39740165	1.0	8.0
MFSD2A	chr1:39956023-39957087	0.0	13.0
MFSD2A	chr1:39957960-39958701	1.0	12.0
MFSD2A	chr1:39955385-39957091	1.0	12.0
RLF	chr1:40223335-40231517	5.0	2.0
RLF	chr1:40195764-40201928	4.0	3.0
ZMPSTE24	chr1:40272035-40281365	6.0	3.0
ZMPSTE24	chr1:40260985-40267391	2.0	4.0
ZFP69	chr1:40481854-40488880	2.0	2.0
KCNQ4	chr1:40818990-40819347	3.0	10.0
KCNQ4	chr1:40835098-40837447	2.0	10.0
KCNQ4	chr1:40833113-40834951	11.0	2.0
CTPS1	chr1:41006094-41007456	12.0	4.0
CTPS1	chr1:40997526-40999830	0.0	2.0
CTPS1	chr1:40997526-41000435	8.0	8.0
CTPS1	chr1:41001584-41002160	8.0	8.0
CTPS1	chr1:40997526-41000973	8.0	8.0
CTPS1	chr1:41008714-41008771	14.0	2.0
RIMKLA	chr1:42381779-42399404	0.0	4.0
PPCS	chr1:42457567-42459603	0.0	1.0
CCDC30	chr1:42611090-42630404	1.0	15.0
CCDC30	chr1:42556405-42558139	1.0	15.0
CCDC30	chr1:42536601-42537192	0.0	5.0
CCDC30	chr1:42498916-42506947	0.0	5.0
CCDC30	chr1:42589483-42590295	1.0	15.0
CCDC30	chr1:42589483-42590315	1.0	15.0
CCDC30	chr1:42558276-42566296	0.0	6.0
CCDC30	chr1:42545579-42566296	0.0	6.0
CCDC30	chr1:42498916-42534889	0.0	5.0
CCDC30	chr1:42498916-42529602	0.0	5.0
CCDC30	chr1:42507069-42566296	0.0	6.0
CCDC30	chr1:42577229-42581427	7.0	8.0
CCDC30	chr1:42577229-42580832	7.0	8.0
CCDC30	chr1:42639415-42642473	1.0	15.0
CCDC30	chr1:42498916-42521163	0.0	5.0
CCDC30	chr1:42637378-42639225	1.0	15.0
CCDC30	chr1:42580981-42581360	0.0	6.0
CCDC30	chr1:42521256-42566296	0.0	6.0
CCDC30	chr1:42537290-42539173	5.0	14.0
CCDC30	chr1:42630525-42637237	1.0	15.0
C1orf50	chr1:42767624-42773546	2.0	2.0
ERMAP	chr1:42835165-42835732	2.0	7.0
ERMAP	chr1:42838917-42840033	6.0	3.0
ERMAP	chr1:42835760-42837158	6.0	3.0
CFAP57	chr1:43219631-43221372	11.0	11.0
CFAP57	chr1:43222997-43224051	15.0	7.0
CFAP57	chr1:43232836-43234279	18.0	4.0
CFAP57	chr1:43232624-43234220	19.0	3.0
TIE1	chr1:43318072-43319010	17.0	5.0
TIE1	chr1:43314478-43317199	13.0	9.0
TIE1	chr1:43312131-43312478	12.0	10.0
TIE1	chr1:43301129-43304607	1.0	21.0
TIE1	chr1:43313425-43313923	14.0	8.0
SZT2	chr1:43426151-43426438	21.0	49.0
SZT2	chr1:43432121-43432272	34.0	36.0
SZT2	chr1:43426809-43427063	22.0	48.0
SZT2	chr1:43427819-43428003	24.0	46.0
SZT2	chr1:43441818-43442068	54.0	16.0
SZT2	chr1:43416004-43416535	6.0	64.0
SZT2	chr1:43430789-43430954	32.0	38.0
SZT2	chr1:43426151-43426394	21.0	49.0
SZT2	chr1:43439477-43439605	48.0	22.0
SZT2	chr1:43419961-43420153	9.0	61.0
SZT2	chr1:43420983-43421113	10.0	60.0
SZT2	chr1:43422632-43422821	14.0	56.0
SZT2	chr1:43438817-43438994	46.0	24.0
SZT2	chr1:43416641-43419703	7.0	63.0
SZT2	chr1:43443477-43443548	60.0	10.0
SZT2	chr1:43420983-43421137	10.0	60.0
SZT2	chr1:43443477-43443551	60.0	10.0
SZT2	chr1:43426538-43426659	22.0	49.0
SZT2	chr1:43438193-43438699	44.0	26.0
SZT2	chr1:43426151-43426451	21.0	49.0
SZT2	chr1:43403324-43403601	2.0	68.0
SZT2	chr1:43431901-43432062	35.0	35.0
SZT2	chr1:43433190-43434034	39.0	31.0
PTPRF	chr1:43606458-43606831	1.0	13.0
KDM4A	chr1:43669160-43671505	9.0	11.0
KDM4A	chr1:43663147-43665696	3.0	17.0
KDM4A	chr1:43653799-43655591	0.0	20.0
ST3GAL3	chr1:43831794-43838219	0.0	5.0
ST3GAL3	chr1:43838311-43858135	0.0	5.0
ST3GAL3	chr1:43858308-43894383	0.0	5.0
ST3GAL3	chr1:43792149-43810294	1.0	9.0
ST3GAL3	chr1:43838311-43879027	0.0	5.0
ST3GAL3	chr1:43879507-43894383	0.0	5.0
ST3GAL3	chr1:43814933-43819114	0.0	5.0
ST3GAL3	chr1:43838311-43879335	0.0	5.0
ST3GAL3	chr1:43899289-43899541	6.0	4.0
ST3GAL3	chr1:43900833-43920404	1.0	7.0
