Gene_name	Intron_coord	distance_from_start
TRNAU1AP	chr1:28553307-28553640	99
TRNAU1AP	chr1:28561260-28561346	270
TRNAU1AP	chr1:28560732-28561113	399
TRNAU1AP	chr1:28553311-28553640	99
TRNAU1AP	chr1:28560732-28560868	411
GMEB1	chr1:28697091-28702438	735
YTHDF2	chr1:28737797-28738259	237
EPB41	chr1:29031913-29033093	30
EPB41	chr1:29035283-29035826	30
EPB41	chr1:29065158-29065684	30
EPB41	chr1:29065825-29068733	5631
EPB41	chr1:29033245-29035006	3714
EPB41	chr1:28987905-28988763	987
EPB41	chr1:28987905-28989356	18
PTPRU	chr1:29260267-29260610	1419
SERINC2	chr1:31427351-31428978	1119
TINAGL1	chr1:31579813-31583149	378
KHDRBS1	chr1:32038119-32038552	1905
TMEM39B	chr1:32073872-32074951	216
TMEM39B	chr1:32095762-32100442	1986
TMEM39B	chr1:32075822-32076564	618
TMEM39B	chr1:32075077-32075667	207
TMEM39B	chr1:32073098-32074951	207
TMEM39B	chr1:32076254-32076763	438
KPNA6	chr1:32159531-32160619	1266
KPNA6	chr1:32108134-32154590	51
KPNA6	chr1:32157038-32157346	417
CCDC28B	chr1:32204045-32204233	390
CCDC28B	chr1:32202099-32203884	255
EIF3I	chr1:32226320-32228499	525
EIF3I	chr1:32224475-32226105	393
EIF3I	chr1:32226283-32226403	597
EIF3I	chr1:32224475-32226149	426
EIF3I	chr1:32229024-32229135	1227
LCK	chr1:32279747-32279814	1080
LCK	chr1:32276047-32276337	885
LCK	chr1:32274818-32275321	324
LCK	chr1:32275672-32275949	624
HDAC1	chr1:32327458-32327536	648
HDAC1	chr1:32327077-32327406	732
RBBP4	chr1:32651654-32651914	87
RBBP4	chr1:32652061-32668225	189
RBBP4	chr1:32651715-32651914	87
AZIN2	chr1:33083142-33083954	393
AZIN2	chr1:33092222-33093245	900
ZNF362	chr1:33270612-33275214	111
ZSCAN20	chr1:33491323-33493187	2121
ZSCAN20	chr1:33489191-33491025	1035
ZMYM1	chr1:35110447-35111825	1701
ZMYM1	chr1:35110447-35111776	1695
ZMYM1	chr1:35094009-35095819	36
ZMYM4	chr1:35385592-35387003	12
ZMYM4	chr1:35387942-35388910	3744
ZMYM4	chr1:35397123-35397377	4710
ZMYM4	chr1:35359777-35361194	666
ZMYM4	chr1:35396670-35397052	4791
ZMYM4	chr1:35361789-35362191	12
ZMYM4	chr1:35362266-35370029	990
NCDN	chr1:35563909-35566708	195
NCDN	chr1:35559247-35560310	288
NCDN	chr1:35558685-35559107	186
TFAP2E	chr1:35590775-35594398	1608
TFAP2E	chr1:35588552-35589898	1398
TFAP2E	chr1:35588472-35589930	1548
AGO4	chr1:35825494-35825605	624
AGO1	chr1:35893278-35893592	756
AGO1	chr1:35888610-35892528	375
AGO1	chr1:35917727-35917947	4026
AGO1	chr1:35918070-35918322	3699
MAP7D1	chr1:36178823-36178925	2835
MAP7D1	chr1:36157290-36170971	174
THRAP3	chr1:36294241-36296583	2127
SH3D21	chr1:36308475-36309292	1389
SH3D21	chr1:36319536-36319675	600
ZC3H12A	chr1:37481835-37482354	1374
MANEAL	chr1:37796292-37796744	774
BMP8A	chr1:39511363-39511787	594
PPIE	chr1:39742031-39743216	411
PPIE	chr1:39738931-39740089	39
MFSD2A	chr1:39956023-39957087	516
MFSD2A	chr1:39957960-39958701	417
MFSD2A	chr1:39955385-39957091	264
RLF	chr1:40223335-40231517	1476
RLF	chr1:40195764-40201928	969
ZMPSTE24	chr1:40272035-40281365	2661
ZMPSTE24	chr1:40260985-40267391	768
ZMPSTE24	chr1:40260985-40262771	681
ZFP69	chr1:40481854-40488880	315
KCNQ4	chr1:40818990-40819347	939
KCNQ4	chr1:40835098-40837447	3561
KCNQ4	chr1:40833113-40834951	3201
CTPS1	chr1:41006094-41007456	2526
CTPS1	chr1:40997526-40999830	30
CTPS1	chr1:40997526-41000435	2151
CTPS1	chr1:41001584-41002160	2241
CTPS1	chr1:40997526-41000973	2193
CTPS1	chr1:41008714-41008771	2721
RIMKLA	chr1:42381779-42399404	291
PPCS	chr1:42457567-42459603	123
CCDC30	chr1:42611090-42630404	24
CCDC30	chr1:42556405-42558139	24
CCDC30	chr1:42536601-42537192	18
CCDC30	chr1:42498916-42506947	18
CCDC30	chr1:42589483-42590295	24
CCDC30	chr1:42589483-42590315	24
CCDC30	chr1:42534989-42536476	18
C1orf50	chr1:42767624-42773546	369
ERMAP	chr1:42835165-42835732	558
ERMAP	chr1:42838917-42840033	672
ERMAP	chr1:42835760-42837158	831
CFAP57	chr1:43219631-43221372	5601
CFAP57	chr1:43222997-43224051	7608
CFAP57	chr1:43232836-43234279	10074
CFAP57	chr1:43215416-43218038	42
CFAP57	chr1:43232624-43234220	11070
TIE1	chr1:43318072-43319010	3516
TIE1	chr1:43314478-43317199	2718
TIE1	chr1:43312131-43312478	2070
TIE1	chr1:43301129-43304607	63
TIE1	chr1:43313425-43313923	2451
SZT2	chr1:43426151-43426438	5307
SZT2	chr1:43432121-43432272	7977
SZT2	chr1:43448728-43450143	16263
SZT2	chr1:43426809-43427063	5550
SZT2	chr1:43427819-43428003	5976
SZT2	chr1:43441818-43442068	11784
SZT2	chr1:43416004-43416535	2997
SZT2	chr1:43430789-43430954	7611
SZT2	chr1:43426151-43426394	5355
SZT2	chr1:43439477-43439605	11241
SZT2	chr1:43419961-43420153	3885
SZT2	chr1:43420983-43421113	3357
SZT2	chr1:43422632-43422821	3876
SZT2	chr1:43438817-43438994	10323
SZT2	chr1:43416641-43419703	2628
SZT2	chr1:43443477-43443548	13344
SZT2	chr1:43420983-43421137	3333
SZT2	chr1:43443477-43443551	13341
SZT2	chr1:43426538-43426659	5514
SZT2	chr1:43438193-43438699	10017
SZT2	chr1:43426151-43426451	5298
SZT2	chr1:43403324-43403601	213
SZT2	chr1:43431901-43432062	8202
SZT2	chr1:43433190-43434034	9108
PTPRF	chr1:43606458-43606831	4929
KDM4A	chr1:43669160-43671505	1944
KDM4A	chr1:43663147-43665696	918
KDM4A	chr1:43653799-43655591	177
KDM4A	chr1:43653313-43653663	3
ST3GAL3	chr1:43831794-43838219	21
ST3GAL3	chr1:43838311-43858135	21
ST3GAL3	chr1:43858308-43894383	21
ST3GAL3	chr1:43792149-43810294	66
ST3GAL3	chr1:43838311-43879027	321
ST3GAL3	chr1:43879507-43894383	21
ST3GAL3	chr1:43814933-43819114	21
ST3GAL3	chr1:43838311-43879335	21
ST3GAL3	chr1:43899289-43899541	561
ST3GAL3	chr1:43899289-43930132	558
IPO13	chr1:43958599-43958746	2718
DPH2	chr1:43970817-43970966	912
DPH2	chr1:43971540-43972158	819
DPH2	chr1:43971220-43971387	570
DPH2	chr1:43970314-43970596	159
DPH2	chr1:43970708-43970906	450
ATP6V0B	chr1:43975307-43975800	591
ATP6V0B	chr1:43975974-43976090	120
ATP6V0B	chr1:43975107-43976090	75
B4GALT2	chr1:43980614-43981109	39
CCDC24	chr1:43992004-43993890	306
CCDC24	chr1:43992639-43993799	564
CCDC24	chr1:43992004-43992153	417
CCDC24	chr1:43992639-43993840	633
CCDC24	chr1:43992639-43993804	579
DMAP1	chr1:44214898-44217990	702
DMAP1	chr1:44220443-44220559	4149
DMAP1	chr1:44219477-44219780	3663
DMAP1	chr1:44214469-44214703	582
RNF220	chr1:44632895-44635545	1329
RNF220	chr1:44632212-44632343	138
RNF220	chr1:44644794-44645003	1473
ARMH1	chr1:44723906-44724122	78
ARMH1	chr1:44689874-44700923	78
KIF2C	chr1:44747700-44750309	645
RPS8	chr1:44777737-44778000	444
BTBD19	chr1:44810722-44812039	735
BTBD19	chr1:44812522-44812996	927
BTBD19	chr1:44812098-44812458	1299
UROD	chr1:45013426-45013594	270
UROD	chr1:45013215-45013355	312
UROD	chr1:45012285-45012857	63
TOE1	chr1:45342643-45342735	1272
TOE1	chr1:45342643-45342739	1437
TOE1	chr1:45340542-45341073	123
TOE1	chr1:45340605-45341073	123
MMACHC	chr1:45500413-45507305	174
AKR1A1	chr1:45569006-45569143	1326
NASP	chr1:45602365-45604917	237
MAST2	chr1:46031585-46032266	4683
MAST2	chr1:46031585-46032263	4686
MAST2	chr1:45824580-45829464	531
MAST2	chr1:46030785-46031007	4179
MAST2	chr1:45829699-45882364	762
MAST2	chr1:46030761-46030991	4191
MAST2	chr1:45824580-45829467	528
RAD54L	chr1:46248408-46248486	117
RAD54L	chr1:46270785-46271368	45
RAD54L	chr1:46261074-46261261	1155
RAD54L	chr1:46273465-46274138	18
RAD54L	chr1:46271442-46272466	1674
RAD54L	chr1:46248623-46250000	126
UQCRH	chr1:46310044-46310155	171
UQCRH	chr1:46309143-46310155	231
NSUN4	chr1:46344962-46346921	702
FAAH	chr1:46410497-46410671	2784
FAAH	chr1:46410497-46410603	2787
FAAH	chr1:46410854-46411320	2814
FAAH	chr1:46405505-46405619	1533
FAAH	chr1:46409198-46410403	2505
OSBPL9	chr1:51756995-51760690	150
OSBPL9	chr1:51748398-51749502	1530
BTF3L4	chr1:52065408-52086112	228
BTF3L4	chr1:52060659-52064825	69
PRPF38A	chr1:52405313-52405680	276
PRPF38A	chr1:52404879-52405260	156
GPX7	chr1:52606945-52607534	576
ZYG11B	chr1:52757310-52771020	297
ZYG11B	chr1:52801952-52802092	4671
ZYG11A	chr1:52864157-52866541	747
ZYG11A	chr1:52867777-52877773	1311
SCP2	chr1:53015043-53038917	15
CPT2	chr1:53197507-53200719	156
ACOT11	chr1:54548619-54584655	96
TTC4	chr1:54716717-54717497	354
LEXM	chr1:54814134-54814914	2895
HOOK1	chr1:59862877-59863825	3024
HOOK1	chr1:59822090-59828780	216
HOOK1	chr1:59865972-59868231	3258
HOOK1	chr1:59815351-59821858	201
PATJ	chr1:61833756-61856030	4806
PATJ	chr1:61827583-61833358	4629
PATJ	chr1:62129579-62148284	13662
PATJ	chr1:61856239-61861535	6294
PATJ	chr1:61766478-61769283	579
PATJ	chr1:62117218-62121186	13176
PATJ	chr1:61787972-61791353	2682
PATJ	chr1:61856239-61861555	6354
ALG6	chr1:63371287-63396513	132
ALG6	chr1:63407126-63411255	669
ALG6	chr1:63412061-63414071	1071
ALG6	chr1:63414146-63415818	1128
ALG6	chr1:63411331-63411682	777
ALG6	chr1:63411806-63411926	768
ALG6	chr1:63411155-63411926	618
EFCAB7	chr1:63525759-63531330	249
EFCAB7	chr1:63551834-63555353	1833
EFCAB7	chr1:63525759-63531923	222
EFCAB7	chr1:63568519-63571025	2976
PGM1	chr1:63648680-63651669	1722
PGM1	chr1:63654466-63654994	2646
PGM1	chr1:63594144-63629425	585
AK4	chr1:65149140-65190710	198
LEPR	chr1:65592865-65596453	708
LEPR	chr1:65601682-65601901	1482
MIER1	chr1:66925381-66926142	120
MIER1	chr1:66925534-66926142	120
IL23R	chr1:67182959-67200808	576
IL23R	chr1:67182959-67200742	534
IL12RB2	chr1:67322372-67326735	390
GADD45A	chr1:67686126-67686441	291
SRSF11	chr1:70221839-70228465	243
SRSF11	chr1:70228555-70231859	387
SRSF11	chr1:70228555-70230557	3
SRSF11	chr1:70228555-70229210	3
SRSF11	chr1:70247149-70249952	1341
SRSF11	chr1:70228555-70231095	360
CTH	chr1:70430394-70431963	1152
CTH	chr1:70411656-70415956	210
FPGT-TNNI3K	chr1:74199845-74201318	531
FPGT-TNNI3K	chr1:74336149-74342083	1644
FPGT	chr1:74199831-74200692	306
TNNI3K	chr1:74336149-74342083	1341
TYW3	chr1:74734182-74736542	213
ACADM	chr1:75733149-75734791	438
ACADM	chr1:75734875-75739980	738
ACADM	chr1:75740110-75745835	1014
ACADM	chr1:75750891-75761122	1404
RABGGTB	chr1:75786797-75787497	258
RABGGTB	chr1:75786274-75786700	9
RABGGTB	chr1:75786916-75787497	258
RABGGTB	chr1:75790517-75791285	882
RABGGTB	chr1:75786965-75787497	258
RABGGTB	chr1:75786865-75787497	258
RABGGTB	chr1:75791571-75792197	1257
MSH4	chr1:75815136-75816470	1272
MIGA1	chr1:77780192-77783238	204
IFI44L	chr1:78641121-78641505	600
IFI44L	chr1:78635489-78637100	246
IFI44	chr1:78660691-78662704	1737
IFI44	chr1:78661456-78662704	1785
RPF1	chr1:84496072-84496244	2310
RPF1	chr1:84495455-84495884	2157
SPATA1	chr1:84532974-84533713	1119
SPATA1	chr1:84532974-84533622	1017
DNAI3	chr1:85108177-85109575	3843
DNAI3	chr1:85093648-85093774	1899
PKN2	chr1:88741020-88760222	276
PKN2	chr1:88807604-88807694	2970
PKN2	chr1:88805671-88805902	2412
PKN2	chr1:88828641-88832744	3504
ZNF326	chr1:90005244-90007634	222
ZNF326	chr1:90005244-90010088	204
CDC7	chr1:91514997-91515742	1803
RPAP2	chr1:92301586-92303977	507
RPAP2	chr1:92301590-92303238	486
RPAP2	chr1:92300502-92301476	195
MTF2	chr1:93120894-93127232	807
MTF2	chr1:93110630-93114688	558
MTF2	chr1:93079531-93110327	63
CCDC18	chr1:93205631-93207111	1521
CCDC18	chr1:93239896-93246838	69
CCDC18	chr1:93203139-93205510	6
CCDC18	chr1:93203075-93205510	6
CCDC18	chr1:93193744-93197116	6
CCDC18	chr1:93203143-93205510	6
CCDC18	chr1:93193744-93200685	6
CCDC18	chr1:93221940-93226333	4695
CCDC18	chr1:93207402-93210802	1839
CCDC18	chr1:93201988-93203037	6
CCDC18	chr1:93237380-93239310	69
CCDC18	chr1:93218652-93221609	3441
CCDC18	chr1:93236390-93237262	69
CCDC18	chr1:93214961-93216636	2640
RWDD3	chr1:95244715-95246542	588
RWDD3	chr1:95244651-95246542	603
RWDD3	chr1:95244708-95246542	660
RWDD3	chr1:95244324-95246542	276
RWDD3	chr1:95244751-95246542	588
RWDD3	chr1:95244720-95246542	588
AGL	chr1:99897122-99900636	4962
AGL	chr1:99874810-99875158	1323
TRMT13	chr1:100140514-100140865	975
TRMT13	chr1:100140514-100140845	981
TRMT13	chr1:100144143-100148172	1560
TRMT13	chr1:100140514-100140967	984
TRMT13	chr1:100136928-100137024	348
TRMT13	chr1:100144143-100148093	1596
RTCA	chr1:100268295-100270579	387
RTCA	chr1:100266624-100268074	210
RTCA	chr1:100266624-100268137	204
CDC14A	chr1:100353494-100353762	279
CDC14A	chr1:100353571-100353762	279
CDC14A	chr1:100390824-100424023	357
CDC14A	chr1:100498199-100498929	2202
CDC14A	chr1:100494930-100496007	1866
CDC14A	chr1:100353451-100353762	279
VCAM1	chr1:100720751-100723120	351
SLC30A7	chr1:100921841-100961655	936
SLC30A7	chr1:100896671-100906553	192
SLC30A7	chr1:100912246-100913663	873
SLC30A7	chr1:100896671-100906857	219
RNPC3	chr1:103537484-103540790	1530
RNPC3	chr1:103546808-103546977	2046
RNPC3	chr1:103546342-103546583	2133
RNPC3	chr1:103527742-103533773	684
AMY2B	chr1:103572256-103573121	1020
AMY2B	chr1:103571770-103572154	366
AMY2B	chr1:103573260-103573817	1554
FAM102B	chr1:108628812-108629588	1524
PRPF38B	chr1:108696337-108697947	1254
PRPF38B	chr1:108695780-108696043	759
PRPF38B	chr1:108696351-108698604	1200
PRPF38B	chr1:108693333-108695702	291
STXBP3	chr1:108807719-108808783	2868
STXBP3	chr1:108747545-108752257	141
STXBP3	chr1:108756766-108758517	663
STXBP3	chr1:108759223-108759985	519
STXBP3	chr1:108753144-108756508	240
STXBP3	chr1:108796269-108796620	2136
GPSM2	chr1:108914408-108918376	1824
GPSM2	chr1:108919150-108922417	1902
TMEM167B	chr1:109091748-109092890	21
ELAPOR1	chr1:109173837-109188177	1374
ELAPOR1	chr1:109200900-109202913	5484
ELAPOR1	chr1:109201417-109202944	5415
SARS1	chr1:109214128-109223982	156
ATXN7L2	chr1:109484831-109485332	135
ATXN7L2	chr1:109486304-109486506	285
ATXN7L2	chr1:109484080-109485332	309
ATXN7L2	chr1:109489100-109489283	1275
ATXN7L2	chr1:109485518-109486057	309
ATXN7L2	chr1:109484831-109486057	135
ATXN7L2	chr1:109491862-109492027	2562
ATXN7L2	chr1:109491717-109491807	3357
ATXN7L2	chr1:109486677-109487007	477
ATXN7L2	chr1:109484080-109484767	159
ATXN7L2	chr1:109489706-109489930	1227
ATXN7L2	chr1:109484080-109484651	177
CYB561D1	chr1:109494154-109494520	45
AMPD2	chr1:109627518-109627778	1224
AMPD2	chr1:109621266-109625662	390
AMPD2	chr1:109629490-109629800	3177
AMPD2	chr1:109628277-109628369	1998
AMPD2	chr1:109629486-109629796	3177
AMPD2	chr1:109625805-109626160	489
AMPD2	chr1:109627330-109627429	1107
AMPD2	chr1:109628495-109628627	2664
GSTM4	chr1:109659959-109661165	1134
GSTM4	chr1:109657279-109657350	426
GSTM2	chr1:109671382-109671448	912
GSTM2	chr1:109668483-109668925	138
AHCYL1	chr1:110016725-110017495	1227
AHCYL1	chr1:109985543-110009034	369
STRIP1	chr1:110037960-110038185	438
STRIP1	chr1:110050547-110050956	2712
STRIP1	chr1:110043856-110044319	1461
STRIP1	chr1:110043851-110044840	1977
STRIP1	chr1:110039937-110040635	300
STRIP1	chr1:110044442-110044840	1446
STRIP1	chr1:110039468-110040635	378
STRIP1	chr1:110043856-110044380	1446
STRIP1	chr1:110039515-110039824	354
CEPT1	chr1:111174963-111182287	1170
CHI3L2	chr1:111239363-111241327	1251
CHI3L2	chr1:111230531-111230742	78
ATP5PB	chr1:111449873-111456086	78
C1orf162	chr1:111477078-111477334	111
DDX20	chr1:111759568-111760478	678
DDX20	chr1:111760865-111760987	936
DDX20	chr1:111760848-111760974	981
CAPZA1	chr1:112619883-112646755	93
MOV10	chr1:112698478-112698638	3606
MOV10	chr1:112699500-112699685	3873
MOV10	chr1:112698789-112699458	4146
MOV10	chr1:112696283-112696437	2634
MOV10	chr1:112698789-112699508	4155
LRIG2	chr1:113092231-113093206	309
LRIG2	chr1:113099212-113100211	1185
LRIG2	chr1:113074226-113091318	243
LRIG2	chr1:113093288-113093430	384
LRIG2	chr1:113096365-113098544	1128
LRIG2	chr1:113092216-113093206	309
HIPK1	chr1:113962438-113962635	1863
HIPK1	chr1:113941085-113952766	1413
HIPK1	chr1:113962682-113963387	1755
HIPK1	chr1:113940566-113952766	375
HIPK1	chr1:113952889-113954626	219
VANGL1	chr1:115651488-115659641	162
SLC22A15	chr1:116027216-116031366	1119
SLC22A15	chr1:116027216-116031403	1119
SLC22A15	chr1:116064512-116066520	1848
TTF2	chr1:117097433-117098206	5385
TTF2	chr1:117090623-117091324	4146
TTF2	chr1:117060561-117062387	135
TTF2	chr1:117098238-117098833	5388
PHGDH	chr1:119727102-119729509	45
PHGDH	chr1:119724967-119726851	45
PHGDH	chr1:119724957-119726851	45
PHGDH	chr1:119724469-119726851	45
PHGDH	chr1:119723441-119724319	636
PHGDH	chr1:119712160-119721267	330
PHGDH	chr1:119724875-119726851	45
PHGDH	chr1:119723441-119724785	45
PHGDH	chr1:119721654-119723376	432
PHGDH	chr1:119712160-119721256	1050
PHGDH	chr1:119721334-119723376	432
PHGDH	chr1:119729633-119734634	45
NBPF8	chr1:120455460-120459292	1677
NBPF8	chr1:120460624-120461334	1863
NBPF8	chr1:120459530-120460497	1851
NBPF26	chr1:120724250-120763636	90
FAM72D	chr1:145099739-145103007	234
FAM72D	chr1:145099065-145103073	231
GPR89A	chr1:145616293-145618111	309
GPR89A	chr1:145623160-145623593	327
GPR89A	chr1:145643978-145645647	735
GPR89A	chr1:145608675-145616234	162
POLR3C	chr1:145840165-145840974	2907
POLR3C	chr1:145826492-145826820	702
POLR3C	chr1:145833364-145833474	1272
NUDT17	chr1:145847719-145848095	1320
NBPF12	chr1:146979010-146982853	2490
NBPF12	chr1:146983011-146984134	2664
CHD1L	chr1:147255927-147259837	21
CHD1L	chr1:147243167-147252623	345
CHD1L	chr1:147252735-147254898	363
CHD1L	chr1:147271195-147272171	1515
CHD1L	chr1:147272281-147272447	99
CHD1L	chr1:147294014-147294384	99
CHD1L	chr1:147271113-147272171	1515
CHD1L	chr1:147286432-147287635	1320
CHD1L	chr1:147293722-147293925	1881
CHD1L	chr1:147259918-147264429	894
CHD1L	chr1:147243190-147252623	345
GPR89B	chr1:147943544-147943977	519
GPR89B	chr1:147966663-147968358	888
GPR89B	chr1:147966663-147968332	927
GPR89B	chr1:147936686-147938505	309
PDE4DIP	chr1:148889894-148931800	33
PDE4DIP	chr1:149018661-149019491	16401
PDE4DIP	chr1:149031224-149031944	18429
PDE4DIP	chr1:148889894-148937747	33
PDE4DIP	chr1:148979849-149026715	9
ENSG00000286185	chr1:149482226-149486055	864
NBPF19	chr1:149482226-149486055	864
VPS45	chr1:150068356-150068630	174
VPS45	chr1:150067950-150068610	216
VPS45	chr1:150143066-150144709	4848
VPS45	chr1:150077360-150077669	1230
VPS45	chr1:150082951-150091937	3540
VPS45	chr1:150092409-150093534	6759
VPS45	chr1:150082051-150082716	2718
VPS45	chr1:150077779-150081407	1944
PLEKHO1	chr1:150157015-150157372	1395
PLEKHO1	chr1:150156206-150156859	861
C1orf54	chr1:150275799-150276527	258
C1orf54	chr1:150272863-150273848	123
PRPF3	chr1:150325881-150327557	471
PRPF3	chr1:150338326-150340403	2334
PRPF3	chr1:150344261-150344376	2676
PRPF3	chr1:150346501-150349157	2940
TARS2	chr1:150487516-150487862	204
TARS2	chr1:150491511-150492411	441
TARS2	chr1:150505705-150506826	2907
TARS2	chr1:150487490-150487858	93
TARS2	chr1:150504435-150504636	2721
SETDB1	chr1:150927974-150929998	336
SETDB1	chr1:150963741-150964000	4926
GABPB2	chr1:151107222-151117415	1800
GABPB2	chr1:151117516-151117961	2106
GABPB2	chr1:151088297-151090458	267
SCNM1	chr1:151167414-151168194	423
SCNM1	chr1:151166252-151166471	147
PSMD4	chr1:151266198-151266308	1890
PSMB4	chr1:151400185-151400442	558
SNX27	chr1:151612512-151658235	390
SNX27	chr1:151612441-151638888	498
SNX27	chr1:151612381-151638888	378
SNX27	chr1:151639105-151658235	537
SNX27	chr1:151666011-151668519	1539
SNX27	chr1:151658427-151659584	27
SNX27	chr1:151683445-151689385	27
SNX27	chr1:151689446-151692435	27
OAZ3	chr1:151767299-151767960	423
SNAPIN	chr1:153658886-153659119	195
NPR1	chr1:153687356-153687590	4155
NPR1	chr1:153682197-153682498	1731
NPR1	chr1:153683240-153683376	1878
INTS3	chr1:153760918-153761020	3219
INTS3	chr1:153757763-153761570	3
INTS3	chr1:153761109-153761570	3165
INTS3	chr1:153765063-153767720	3933
INTS3	chr1:153729299-153740651	390
CREB3L4	chr1:153968682-153968930	174
CREB3L4	chr1:153973716-153973901	1692
CREB3L4	chr1:153969753-153972744	765
RPS27	chr1:153990802-153990914	141
RPS27	chr1:153991034-153991115	117
UBAP2L	chr1:154241797-154243217	1338
ATP8B2	chr1:154328172-154330325	279
ATP8B2	chr1:154331505-154331578	939
ATP8B2	chr1:154329312-154330396	186
ATP8B2	chr1:154337544-154340537	2088
ATP8B2	chr1:154344254-154344373	3219
ATP8B2	chr1:154331467-154331606	1170
CKS1B	chr1:154975624-154977987	84
CKS1B	chr1:154975608-154977987	84
CKS1B	chr1:154975104-154977987	84
FLAD1	chr1:154988849-154989580	1515
FLAD1	chr1:154990528-154992565	1563
ADAM15	chr1:155061193-155061415	4623
ADAM15	chr1:155054506-155055787	999
ADAM15	chr1:155053988-155054083	579
ADAM15	chr1:155054506-155055702	1062
ADAM15	chr1:155051465-155052517	243
ADAM15	chr1:155060832-155061114	4332
ADAM15	chr1:155062117-155062245	4428
EFNA4	chr1:155064560-155066730	117
EFNA4-EFNA3	chr1:155085642-155085877	435
EFNA3	chr1:155085642-155085877	450
SLC50A1	chr1:155138098-155138165	1092
SLC50A1	chr1:155138098-155138162	1095
SLC50A1	chr1:155136396-155137561	162
SLC50A1	chr1:155136396-155137979	162
MTX1	chr1:155210435-155210548	1956
MTX1	chr1:155211546-155212127	1239
HCN3	chr1:155285964-155287249	4317
HCN3	chr1:155285852-155287173	5268
HCN3	chr1:155282840-155283951	1176
FDPS	chr1:155310453-155312255	354
RUSC1	chr1:155324587-155324845	177
MSTO1	chr1:155610961-155611039	420
MSTO1	chr1:155611355-155611549	528
DAP3	chr1:155726019-155726134	78
LMNA	chr1:156126949-156130617	24
LMNA	chr1:156126651-156130617	24
SEMA4A	chr1:156158486-156158702	1770
SEMA4A	chr1:156160638-156160905	1431
SEMA4A	chr1:156154985-156156414	414
SEMA4A	chr1:156158486-156158672	1179
PMF1	chr1:156213176-156220677	18
PMF1	chr1:156225668-156232320	18
TMEM79	chr1:156285267-156285525	51
TTC24	chr1:156585203-156585713	1860
TTC24	chr1:156583170-156583322	1086
TTC24	chr1:156583959-156584877	1374
BCAN	chr1:156647394-156647508	564
BCAN	chr1:156647175-156647346	498
METTL25B	chr1:156729562-156731991	162
PRCC	chr1:156791133-156791697	15
PRCC	chr1:156768239-156782286	1035
CD1D	chr1:158181162-158181490	81
ATP1A4	chr1:160167429-160171251	3885
ATP1A4	chr1:160176562-160177519	5856
NCSTN	chr1:160354290-160355863	2790
NCSTN	chr1:160350250-160351696	777
NCSTN	chr1:160353501-160354118	2079
NCSTN	chr1:160353237-160353323	2526
NCSTN	chr1:160350250-160351200	915
NCSTN	chr1:160343481-160344476	210
NCSTN	chr1:160356754-160357129	3519
NCSTN	chr1:160343888-160344722	120
NCSTN	chr1:160344614-160344722	216
SLAMF7	chr1:160739750-160748194	330
LY9	chr1:160819374-160823362	1509
LY9	chr1:160800082-160813581	558
LY9	chr1:160824289-160827748	2214
LY9	chr1:160827019-160827748	21
LY9	chr1:160796311-160799686	129
LY9	chr1:160824249-160826935	2859
NIT1	chr1:161118239-161118786	6
NIT1	chr1:161119388-161119493	408
NIT1	chr1:161118237-161118786	6
NIT1	chr1:161118225-161118786	6
UFC1	chr1:161154070-161156950	99
USP21	chr1:161160979-161161122	222
USP21	chr1:161162726-161162923	2175
USP21	chr1:161163981-161164168	2649
USP21	chr1:161160975-161161122	222
USP21	chr1:161163922-161164164	2421
PPOX	chr1:161167486-161167610	840
PPOX	chr1:161170949-161176849	717
PPOX	chr1:161168127-161168445	1398
PPOX	chr1:161168127-161168413	921
PPOX	chr1:161167234-161167995	39
PPOX	chr1:161167707-161167995	651
PPOX	chr1:161167234-161167355	555
PPOX	chr1:161167234-161167339	546
PPOX	chr1:161167234-161168993	615
NDUFS2	chr1:161213946-161214156	2808
NDUFS2	chr1:161212480-161213090	2055
NDUFS2	chr1:161202480-161203403	108
NDUFS2	chr1:161214020-161214156	2808
NDUFS2	chr1:161210710-161212403	1755
NDUFS2	chr1:161209595-161209843	945
NDUFS2	chr1:161214053-161214156	2808
NDUFS2	chr1:161212654-161213090	2313
NDUFS2	chr1:161214032-161214156	2808
NDUFS2	chr1:161212480-161213087	2013
TOMM40L	chr1:161228807-161228956	1548
TOMM40L	chr1:161227989-161228212	1149
SDHC	chr1:161323670-161326651	36
SDHC	chr1:161314874-161323614	24
FCGR2C	chr1:161581549-161588422	171
FCGR2C	chr1:161589819-161591144	171
FCGR2C	chr1:161590218-161591144	171
FCGR2C	chr1:161588442-161589562	171
FCGR2C	chr1:161588442-161589565	168
FCGR2C	chr1:161589819-161590081	171
FCGR2B	chr1:161671718-161672975	441
FCGR2B	chr1:161673229-161673464	705
FCRLA	chr1:161710863-161711208	297
FCRLA	chr1:161707343-161710545	162
FCRLA	chr1:161707343-161710440	267
DUSP12	chr1:161753261-161756038	1053
DUSP12	chr1:161750145-161751655	414
DUSP12	chr1:161753261-161756041	1095
DUSP12	chr1:161752464-161753179	708
DUSP12	chr1:161750145-161751676	393
ATF6	chr1:161766575-161778244	198
UHMK1	chr1:162498268-162500064	294
UHMK1	chr1:162498072-162499955	147
UHMK1	chr1:162518190-162521647	1848
UAP1	chr1:162590515-162597792	1536
DDR2	chr1:162772247-162773396	2592
