Gene_name	Intron_coord	PTC_position	Exon_length
PIK3CD	chr1:9716619-9716970	66	138
PIK3CD	chr1:9717108-9717457	147	168
PIK3CD	chr1:9718158-9718694	513	621
UBE4B	chr1:10101199-10102948	123	144
UBE4B	chr1:10127067-10129392	6	273
UBE4B	chr1:10161286-10166244	120	129
UBE4B	chr1:10122859-10126794	708	900
UBE4B	chr1:10179167-10179416	309	522
UBE4B	chr1:10101224-10102948	12	117
UBE4B	chr1:10168270-10171105	192	225
KIF1B	chr1:10282533-10287292	69	132
KIF1B	chr1:10365245-10365495	87	153
KIF1B	chr1:10320165-10321709	18	123
KIF1B	chr1:10272306-10274915	585	588
KIF1B	chr1:10344917-10345845	621	828
PGD	chr1:10399704-10400376	87	195
CENPS-CORT	chr1:10431401-10433842	546	882
CENPS	chr1:10431401-10433842	546	882
PEX14	chr1:10495721-10536213	342	447
PEX14	chr1:10475740-10495274	606	774
TARDBP	chr1:11013965-11016123	879	885
TARDBP	chr1:11017007-11018374	399	498
TARDBP	chr1:11022715-11023193	60	591
TARDBP	chr1:11016254-11016844	552	732
TARDBP	chr1:11022177-11023156	147	165
FBXO44	chr1:11656100-11658269	54	96
AGTRAP	chr1:11745837-11745988	105	237
AGTRAP	chr1:11745837-11745930	252	294
CLCN6	chr1:11819554-11822703	96	99
CLCN6	chr1:11822934-11823707	90	240
CLCN6	chr1:11828872-11829196	201	414
CLCN6	chr1:11815911-11816619	39	60
CLCN6	chr1:11829299-11833515	72	123
CLCN6	chr1:11806349-11806821	291	369
CLCN6	chr1:11836183-11836999	12	219
CLCN6	chr1:11837156-11837377	75	123
CLCN6	chr1:11819554-11822783	81	129
CLCN6	chr1:11826214-11827115	0	114
CLCN6	chr1:11826224-11827089	0	114
CLCN6	chr1:11833638-11833887	18	144
PLOD1	chr1:11957014-11957090	771	852
PLOD1	chr1:11952735-11954574	297	318
MFN2	chr1:11989343-11992279	402	411
MFN2	chr1:12007295-12009592	42	243
TNFRSF8	chr1:12063995-12084464	321	396
TNFRSF8	chr1:12064276-12084464	603	678
TNFRSF8	chr1:12064491-12084464	816	891
TNFRSF8	chr1:12063826-12084464	153	228
TNFRSF1B	chr1:12191085-12191829	72	96
TNFRSF1B	chr1:12194025-12194584	144	207
VPS13D	chr1:12268863-12270994	99	129
VPS13D	chr1:12234363-12241895	681	696
PRDM2	chr1:13731196-13732779	21	195
DNAJC16	chr1:15564359-15565182	648	819
DNAJC16	chr1:15534289-15536475	324	339
DNAJC16	chr1:15566410-15567099	219	330
DNAJC16	chr1:15566180-15567103	138	168
DNAJC16	chr1:15565453-15565919	15	24
DNAJC16	chr1:15560329-15562142	669	804
DNAJC16	chr1:15566421-15567099	231	342
DNAJC16	chr1:15566299-15567099	108	219
DDI2	chr1:15633879-15643522	60	135
DDI2	chr1:15633565-15643522	60	135
DDI2	chr1:15633565-15633798	60	135
PLEKHM2	chr1:15720487-15721329	525	753
PLEKHM2	chr1:15731102-15731192	357	570
PLEKHM2	chr1:15728313-15728669	15	66
SLC25A34	chr1:15739097-15739224	222	504
CLCNKA	chr1:16028119-16028720	6	126
CLCNKA	chr1:16026257-16026536	0	78
SZRD1	chr1:16367308-16390550	852	873
SZRD1	chr1:16368015-16391375	540	756
NECAP2	chr1:16448141-16448249	693	954
NECAP2	chr1:16447942-16448060	39	84
CROCC	chr1:16948926-16953302	6	30
CROCC	chr1:16945606-16946300	6	231
CROCC	chr1:16969340-16969716	192	219
CROCC	chr1:16948524-16953302	6	30
CROCC	chr1:16946991-16951913	6	30
MRTO4	chr1:19252248-19254782	318	411
SLC66A1	chr1:19328053-19328572	426	825
SLC66A1	chr1:19324762-19325526	48	57
MICOS10	chr1:19597853-19622100	462	807
OTUD3	chr1:19904378-19904891	93	96
OTUD3	chr1:19882720-19890385	120	147
NBPF3	chr1:21472915-21473223	270	363
NBPF3	chr1:21478227-21479349	39	54
LDLRAD2	chr1:21821902-21822202	234	453
LDLRAD2	chr1:21821921-21822202	252	471
CDC42	chr1:22078583-22078706	153	174
ZBTB40	chr1:22501971-22502299	237	480
ZBTB40	chr1:22501684-22501877	555	564
ZBTB40	chr1:22517643-22520061	171	345
ZBTB40	chr1:22520285-22521496	117	162
RPL11	chr1:23692060-23692609	102	237
ELOA	chr1:23744270-23749021	633	765
SRRM1	chr1:24647149-24648859	321	483
SRRM1	chr1:24653032-24654306	759	825
SRRM1	chr1:24643347-24645283	693	789
SRRM1	chr1:24647208-24648859	378	540
MACO1	chr1:25489293-25491346	225	237
MACO1	chr1:25458892-25484127	141	150
MACO1	chr1:25489293-25491462	75	123
LDLRAP1	chr1:25554020-25554860	108	114
SELENON	chr1:25809150-25809747	72	81
SELENON	chr1:25813663-25813881	870	975
SELENON	chr1:25812792-25813575	0	105
MTFR1L	chr1:25823323-25823644	126	219
MTFR1L	chr1:25823128-25823238	234	510
MTFR1L	chr1:25823128-25823346	234	402
CNKSR1	chr1:26182082-26182361	45	228
CNKSR1	chr1:26183830-26184214	72	102
CNKSR1	chr1:26183830-26184142	72	102
CNKSR1	chr1:26177580-26180453	180	183
CEP85	chr1:26274612-26274964	45	57
CEP85	chr1:26269364-26269460	522	882
CEP85	chr1:26272071-26274534	474	537
CD52	chr1:26318640-26320171	462	621
DHDDS	chr1:26438284-26442335	495	537
DHDDS	chr1:26438284-26441599	768	774
DHDDS	chr1:26438284-26442708	123	165
DHDDS	chr1:26447660-26453481	60	102
HMGN2	chr1:26473585-26473703	48	51
HMGN2	chr1:26472627-26473460	6	66
HMGN2	chr1:26473817-26474085	66	114
RPS6KA1	chr1:26551723-26552818	570	678
RPS6KA1	chr1:26555625-26556076	552	642
RPS6KA1	chr1:26556163-26556654	243	627
RPS6KA1	chr1:26530902-26536925	702	981
ARID1A	chr1:26773898-26774116	6	24
ARID1A	chr1:26773898-26775577	6	24
ARID1A	chr1:26775956-26779023	195	381
ARID1A	chr1:26772987-26773376	6	24
ARID1A	chr1:26775707-26775817	300	351
ARID1A	chr1:26774203-26774329	246	402
PIGV	chr1:26794206-26794803	378	432
ZDHHC18	chr1:26852865-26853462	6	102
ZDHHC18	chr1:26853566-26853726	696	813
WDTC1	chr1:27296401-27296900	144	258
WDTC1	chr1:27287861-27292219	138	180
TMEM222	chr1:27331137-27332070	291	420
TMEM222	chr1:27334754-27335379	468	603
SYTL1	chr1:27350272-27350389	135	300
FAM76A	chr1:27734183-27744151	555	660
FAM76A	chr1:27734183-27744658	72	153
FAM76A	chr1:27726809-27727472	402	729
FAM76A	chr1:27749154-27755262	48	69
THEMIS2	chr1:27880054-27882513	519	531
THEMIS2	chr1:27876733-27879644	273	411
THEMIS2	chr1:27876728-27879949	18	105
THEMIS2	chr1:27872640-27876588	87	141
SMPDL3B	chr1:27945445-27948994	135	171
XKR8	chr1:27964235-27965351	534	639
SESN2	chr1:28271871-28272318	201	213
PHACTR4	chr1:28438488-28459085	48	102
PHACTR4	chr1:28457859-28459085	24	174
PHACTR4	chr1:28439361-28457832	921	975
PHACTR4	chr1:28489894-28490951	636	726
RCC1	chr1:28535380-28535610	396	417
RCC1	chr1:28535656-28535871	60	399
TRNAU1AP	chr1:28564985-28567294	147	285
TRNAU1AP	chr1:28553307-28553640	96	195
TRNAU1AP	chr1:28561260-28561346	510	630
TRNAU1AP	chr1:28560732-28561113	240	285
TRNAU1AP	chr1:28553311-28553640	102	201
TRNAU1AP	chr1:28560732-28560868	474	531
GMEB1	chr1:28697091-28702438	126	132
YTHDF2	chr1:28737797-28738259	36	81
EPB41	chr1:29031913-29033093	45	75
EPB41	chr1:29035283-29035826	45	75
EPB41	chr1:29065158-29065684	117	75
EPB41	chr1:29065825-29068733	645	843
EPB41	chr1:29033245-29035006	837	918
EPB41	chr1:28987905-28988763	276	294
EPB41	chr1:29030487-29031788	276	294
PTPRU	chr1:29260267-29260610	42	396
SERINC2	chr1:31427351-31428978	465	699
TINAGL1	chr1:31579813-31583149	540	609
KHDRBS1	chr1:32038119-32038552	42	285
TMEM39B	chr1:32073872-32074951	609	825
TMEM39B	chr1:32095762-32100442	786	978
TMEM39B	chr1:32075822-32076564	708	753
TMEM39B	chr1:32075077-32075667	78	156
TMEM39B	chr1:32073098-32074951	21	126
TMEM39B	chr1:32076254-32076763	345	654
KPNA6	chr1:32159531-32160619	63	84
KPNA6	chr1:32108134-32154590	84	132
KPNA6	chr1:32157038-32157346	42	186
CCDC28B	chr1:32204045-32204233	87	147
CCDC28B	chr1:32202099-32203884	69	162
EIF3I	chr1:32226320-32228499	84	111
EIF3I	chr1:32224475-32226105	171	216
EIF3I	chr1:32226283-32226403	105	126
EIF3I	chr1:32224475-32226149	93	171
EIF3I	chr1:32229024-32229135	177	297
LCK	chr1:32279747-32279814	171	180
LCK	chr1:32276047-32276337	123	153
LCK	chr1:32274818-32275321	66	99
LCK	chr1:32275672-32275949	75	114
HDAC1	chr1:32327458-32327536	339	519
HDAC1	chr1:32327077-32327406	147	273
RBBP4	chr1:32651654-32651914	261	348
AZIN2	chr1:33083142-33083954	498	891
AZIN2	chr1:33092222-33093245	108	174
ZNF362	chr1:33270612-33275214	876	951
ZSCAN20	chr1:33491323-33493187	168	429
ZSCAN20	chr1:33489191-33491025	525	726
ZMYM1	chr1:35110447-35111825	9	87
ZMYM1	chr1:35110447-35111776	66	138
ZMYM1	chr1:35094009-35095819	57	72
ZMYM4	chr1:35385592-35387003	72	84
ZMYM4	chr1:35387942-35388910	270	489
ZMYM4	chr1:35397123-35397377	399	573
ZMYM4	chr1:35359777-35361194	309	852
ZMYM4	chr1:35396670-35397052	477	492
ZMYM4	chr1:35361789-35362191	72	84
ZMYM4	chr1:35362266-35370029	429	648
NCDN	chr1:35563909-35566708	195	225
NCDN	chr1:35559247-35560310	942	984
NCDN	chr1:35558484-35559107	108	294
NCDN	chr1:35562633-35562792	516	636
TFAP2E	chr1:35588552-35589898	75	153
TFAP2E	chr1:35588472-35589930	99	144
AGO4	chr1:35825494-35825605	198	213
AGO1	chr1:35893278-35893592	96	219
AGO1	chr1:35888610-35892528	165	183
AGO1	chr1:35917727-35917947	354	477
AGO1	chr1:35918070-35918322	123	477
MAP7D1	chr1:36178823-36178925	33	54
MAP7D1	chr1:36177574-36177873	438	876
THRAP3	chr1:36294241-36296583	294	393
SH3D21	chr1:36308475-36309292	261	297
SH3D21	chr1:36307673-36307770	45	156
SH3D21	chr1:36307963-36308389	72	195
SH3D21	chr1:36308475-36309511	84	96
SH3D21	chr1:36319312-36319675	144	243
ZC3H12A	chr1:37481835-37482350	156	192
ZC3H12A	chr1:37480429-37481698	126	138
MANEAL	chr1:37796292-37796744	330	555
MACF1	chr1:39215433-39231182	60	63
MACF1	chr1:39215719-39231182	285	357
MACF1	chr1:39358873-39359138	15	48
MACF1	chr1:39215407-39231182	3	60
MACF1	chr1:39327353-39328601	15	48
BMP8A	chr1:39511363-39511787	48	120
PPIE	chr1:39742031-39743216	27	84
PPIE	chr1:39739293-39740165	330	393
PPIE	chr1:39739695-39740165	732	795
PPIE	chr1:39738923-39740165	3	99
MFSD2A	chr1:39956023-39957087	213	729
MFSD2A	chr1:39957960-39958701	642	873
MFSD2A	chr1:39955385-39957091	51	129
RLF	chr1:40223335-40231517	621	762
RLF	chr1:40195764-40201928	645	687
ZMPSTE24	chr1:40272035-40281365	120	162
ZMPSTE24	chr1:40260985-40267391	375	480
ZFP69	chr1:40481854-40488880	330	333
KCNQ4	chr1:40818990-40819347	171	486
KCNQ4	chr1:40835098-40837447	3	177
KCNQ4	chr1:40833113-40834951	57	150
CTPS1	chr1:41006094-41007456	48	90
CTPS1	chr1:40997526-40999830	60	90
CTPS1	chr1:40997526-41000435	678	681
CTPS1	chr1:41001584-41002160	462	555
CTPS1	chr1:40997526-41000973	99	144
CTPS1	chr1:41008714-41008771	93	120
RIMKLA	chr1:42381779-42399404	552	843
PPCS	chr1:42457567-42459603	186	309
CCDC30	chr1:42611090-42630404	114	117
CCDC30	chr1:42556405-42558139	114	117
CCDC30	chr1:42536601-42537192	36	54
CCDC30	chr1:42498916-42506947	36	54
CCDC30	chr1:42589483-42590295	114	117
CCDC30	chr1:42589483-42590315	114	117
CCDC30	chr1:42558276-42566296	57	60
CCDC30	chr1:42545579-42566296	57	60
CCDC30	chr1:42498916-42534889	36	54
CCDC30	chr1:42498916-42529602	36	54
CCDC30	chr1:42507069-42566296	57	60
CCDC30	chr1:42577229-42581427	72	87
CCDC30	chr1:42577229-42580832	669	681
CCDC30	chr1:42639415-42642473	114	117
CCDC30	chr1:42498916-42521163	36	54
CCDC30	chr1:42637378-42639225	114	117
CCDC30	chr1:42580981-42581360	57	60
CCDC30	chr1:42521256-42566296	57	60
CCDC30	chr1:42537290-42539173	615	813
CCDC30	chr1:42630525-42637237	114	117
C1orf50	chr1:42767624-42773546	45	102
ERMAP	chr1:42835165-42835732	3	129
ERMAP	chr1:42838917-42840033	0	21
ERMAP	chr1:42835760-42837158	0	21
CFAP57	chr1:43219631-43221372	75	249
CFAP57	chr1:43222997-43224051	132	153
CFAP57	chr1:43232836-43234279	204	327
CFAP57	chr1:43232624-43234220	75	192
TIE1	chr1:43318072-43319010	276	339
TIE1	chr1:43314478-43317199	348	702
TIE1	chr1:43312131-43312478	120	291
TIE1	chr1:43301129-43304607	552	558
TIE1	chr1:43313425-43313923	171	213
SZT2	chr1:43426151-43426438	351	372
SZT2	chr1:43432121-43432272	132	405
SZT2	chr1:43426809-43427063	45	117
SZT2	chr1:43427819-43428003	81	291
SZT2	chr1:43441818-43442068	57	63
SZT2	chr1:43416004-43416535	93	105
SZT2	chr1:43430789-43430954	96	108
SZT2	chr1:43426151-43426394	348	417
SZT2	chr1:43439477-43439605	144	165
SZT2	chr1:43419961-43420153	213	234
SZT2	chr1:43420983-43421113	72	192
SZT2	chr1:43422632-43422821	201	219
SZT2	chr1:43438817-43438994	21	99
SZT2	chr1:43416641-43419703	234	240
SZT2	chr1:43443477-43443548	237	249
SZT2	chr1:43420983-43421137	72	168
SZT2	chr1:43443477-43443551	237	246
SZT2	chr1:43426538-43426659	93	150
SZT2	chr1:43438193-43438699	279	402
SZT2	chr1:43426151-43426451	348	360
SZT2	chr1:43403324-43403601	162	174
SZT2	chr1:43431901-43432062	318	378
SZT2	chr1:43433190-43434034	435	453
PTPRF	chr1:43606458-43606831	123	138
KDM4A	chr1:43669160-43671505	315	369
KDM4A	chr1:43663147-43665696	18	252
KDM4A	chr1:43653799-43655591	447	624
ST3GAL3	chr1:43831794-43838219	6	48
ST3GAL3	chr1:43838311-43858135	6	48
ST3GAL3	chr1:43858308-43894383	6	48
ST3GAL3	chr1:43792149-43810294	6	48
ST3GAL3	chr1:43838311-43879027	6	48
ST3GAL3	chr1:43879507-43894383	6	48
ST3GAL3	chr1:43814933-43819114	6	48
ST3GAL3	chr1:43838311-43879335	6	48
ST3GAL3	chr1:43899289-43899541	21	123
ST3GAL3	chr1:43900833-43920404	15	42
ST3GAL3	chr1:43899727-43911875	15	42
ST3GAL3	chr1:43815004-43838219	66	114
ST3GAL3	chr1:43899263-43899509	204	219
ST3GAL3	chr1:43819236-43838219	6	48
ST3GAL3	chr1:43814933-43824832	84	93
ST3GAL3	chr1:43792149-43801282	6	48
IPO13	chr1:43958599-43958746	57	144
DPH2	chr1:43970817-43970966	195	222
DPH2	chr1:43971540-43972158	141	177
DPH2	chr1:43971220-43971387	348	624
DPH2	chr1:43970314-43970596	93	114
DPH2	chr1:43970708-43970906	240	285
ATP6V0B	chr1:43975307-43975800	75	84
ATP6V0B	chr1:43975974-43976090	120	174
ATP6V0B	chr1:43975103-43975800	75	84
ATP6V0B	chr1:43975107-43975665	108	183
B4GALT2	chr1:43981486-43981689	93	237
B4GALT2	chr1:43981473-43981733	93	192
CCDC24	chr1:43992004-43993890	21	75
CCDC24	chr1:43992639-43993799	147	168
CCDC24	chr1:43992004-43992153	69	234
CCDC24	chr1:43992639-43993840	36	126
CCDC24	chr1:43992639-43993804	126	162
DMAP1	chr1:44214898-44217990	474	480
DMAP1	chr1:44219477-44219780	93	99
DMAP1	chr1:44214469-44214703	168	195
RNF220	chr1:44632895-44635545	327	552
RNF220	chr1:44632212-44632343	84	123
RNF220	chr1:44644794-44645003	72	81
ARMH1	chr1:44723906-44724122	159	198
ARMH1	chr1:44704173-44723803	357	441
KIF2C	chr1:44747700-44750309	219	255
RPS8	chr1:44777737-44778000	129	132
BTBD19	chr1:44810722-44812039	9	60
BTBD19	chr1:44812522-44812996	396	483
BTBD19	chr1:44812098-44812458	537	606
UROD	chr1:45013426-45013594	54	135
UROD	chr1:45013215-45013355	417	435
UROD	chr1:45013354-45013575	84	216
TOE1	chr1:45342643-45342735	249	270
TOE1	chr1:45342643-45342739	78	264
TOE1	chr1:45340542-45341073	165	288
TOE1	chr1:45340605-45341073	228	351
MMACHC	chr1:45500413-45507305	234	246
AKR1A1	chr1:45569006-45569143	78	87
NASP	chr1:45602365-45604917	81	102
MAST2	chr1:46031585-46032266	108	138
MAST2	chr1:46031585-46032263	108	141
MAST2	chr1:45824580-45829464	87	117
MAST2	chr1:46030785-46031007	18	177
MAST2	chr1:45829699-45882364	0	261
MAST2	chr1:46030761-46030991	282	300
MAST2	chr1:45824580-45829467	87	114
RAD54L	chr1:46248408-46248486	0	111
RAD54L	chr1:46270785-46271368	81	126
RAD54L	chr1:46261074-46261261	45	348
RAD54L	chr1:46273465-46274138	18	36
RAD54L	chr1:46271442-46272466	651	783
RAD54L	chr1:46248623-46250000	111	120
UQCRH	chr1:46310044-46310155	879	942
UQCRH	chr1:46309143-46310155	81	162
NSUN4	chr1:46340919-46344782	291	363
NSUN4	chr1:46341497-46344801	540	669
FAAH	chr1:46410497-46410671	102	183
FAAH	chr1:46410497-46410603	168	252
FAAH	chr1:46410854-46411320	261	333
FAAH	chr1:46405505-46405619	168	177
FAAH	chr1:46409198-46410403	90	96
OSBPL9	chr1:51756995-51760690	621	675
OSBPL9	chr1:51652041-51714003	69	129
OSBPL9	chr1:51756358-51760666	90	114
OSBPL9	chr1:51669814-51714003	192	381
OSBPL9	chr1:51617221-51640823	69	129
OSBPL9	chr1:51765981-51772605	72	75
BTF3L4	chr1:52065408-52086112	462	582
BTF3L4	chr1:52060659-52064825	741	810
PRPF38A	chr1:52405313-52405680	288	564
PRPF38A	chr1:52404879-52405260	552	579
ZYG11B	chr1:52757310-52771020	615	852
ZYG11B	chr1:52801952-52802092	6	48
ZYG11A	chr1:52864157-52866541	3	27
ZYG11A	chr1:52867777-52877773	192	195
SCP2	chr1:53015043-53038917	63	78
CPT2	chr1:53197507-53200719	408	564
ACOT11	chr1:54548619-54584655	213	309
TTC4	chr1:54716717-54717497	141	156
LEXM	chr1:54814134-54814914	87	321
HOOK1	chr1:59862877-59863825	738	840
HOOK1	chr1:59822090-59828780	141	231
HOOK1	chr1:59865972-59868231	105	120
HOOK1	chr1:59815351-59821858	33	234
PATJ	chr1:61833756-61856030	96	210
PATJ	chr1:61827583-61833358	387	426
PATJ	chr1:62129579-62148284	591	738
PATJ	chr1:61856239-61861535	108	132
PATJ	chr1:61766478-61769283	117	141
PATJ	chr1:62117218-62121186	9	39
PATJ	chr1:61787972-61791353	81	93
PATJ	chr1:61856239-61861555	27	111
ALG6	chr1:63371287-63396513	177	309
ALG6	chr1:63407126-63411255	120	135
ALG6	chr1:63412061-63414071	42	75
ALG6	chr1:63414146-63415818	135	141
ALG6	chr1:63411331-63411682	366	381
ALG6	chr1:63411806-63411926	471	663
ALG6	chr1:63411155-63411926	117	135
EFCAB7	chr1:63525759-63531330	639	702
EFCAB7	chr1:63551834-63555353	132	162
EFCAB7	chr1:63525759-63531923	72	108
EFCAB7	chr1:63568519-63571025	90	102
PGM1	chr1:63648680-63651669	24	165
AK4	chr1:65149140-65190710	534	732
LEPR	chr1:65592865-65596453	135	141
LEPR	chr1:65601682-65601901	9	60
MIER1	chr1:66925381-66926142	231	351
MIER1	chr1:66925534-66926142	384	504
IL23R	chr1:67182959-67200808	3	90
IL23R	chr1:67182959-67200742	111	156
IL12RB2	chr1:67322372-67326735	456	771
SRSF11	chr1:70221839-70228465	51	93
SRSF11	chr1:70228555-70231859	468	519
SRSF11	chr1:70228555-70230557	129	132
SRSF11	chr1:70228555-70229210	129	132
SRSF11	chr1:70247149-70249952	237	333
SRSF11	chr1:70228555-70231095	129	132
CTH	chr1:70430394-70431963	270	273
CTH	chr1:70411656-70415956	30	240
FPGT-TNNI3K	chr1:74199845-74201318	9	93
FPGT-TNNI3K	chr1:74336149-74342083	861	903
FPGT	chr1:74199831-74200692	663	720
TNNI3K	chr1:74336149-74342083	861	903
TYW3	chr1:74733531-74736542	72	285
ACADM	chr1:75733149-75734791	204	297
ACADM	chr1:75734875-75739980	96	132
ACADM	chr1:75740110-75745835	78	81
ACADM	chr1:75732741-75732860	54	63
ACADM	chr1:75732741-75732838	69	84
ACADM	chr1:75734869-75739980	96	132
ACADM	chr1:75732745-75732853	48	69
RABGGTB	chr1:75786797-75787497	267	525
RABGGTB	chr1:75786274-75786700	900	903
RABGGTB	chr1:75786916-75787497	387	645
RABGGTB	chr1:75790517-75791285	414	564
RABGGTB	chr1:75786965-75787497	435	693
RABGGTB	chr1:75786865-75787497	336	594
RABGGTB	chr1:75791571-75792197	72	108
MSH4	chr1:75815136-75816470	54	78
MIGA1	chr1:77779967-77783238	108	312
MIGA1	chr1:77860580-77861224	366	540
MIGA1	chr1:77779736-77783243	75	108
IFI44L	chr1:78641121-78641505	84	105
IFI44L	chr1:78635489-78637100	60	102
IFI44	chr1:78660691-78662704	132	174
IFI44	chr1:78661456-78662704	675	903
ADGRL2	chr1:81988426-81990391	501	558
ADGRL2	chr1:81936837-81941193	831	852
RPF1	chr1:84496072-84496244	3	189
RPF1	chr1:84495455-84495884	147	180
SPATA1	chr1:84532974-84533713	27	105
SPATA1	chr1:84532974-84533622	117	147
DNAI3	chr1:85108177-85109575	432	561
DNAI3	chr1:85093648-85093774	723	783
PKN2	chr1:88741020-88760222	87	153
PKN2	chr1:88807604-88807694	45	81
PKN2	chr1:88805671-88805902	96	117
PKN2	chr1:88828641-88832744	0	162
ZNF326	chr1:90005244-90007634	102	117
ZNF326	chr1:90005244-90010088	99	243
CDC7	chr1:91514997-91515742	123	135
RPAP2	chr1:92301586-92303977	12	36
RPAP2	chr1:92301590-92303238	702	837
RPAP2	chr1:92300502-92301476	186	309
MTF2	chr1:93120894-93127232	132	348
MTF2	chr1:93110630-93114688	27	96
MTF2	chr1:93079531-93110327	42	102
CCDC18	chr1:93205631-93207111	282	288
CCDC18	chr1:93239896-93246838	27	96
CCDC18	chr1:93203139-93205510	84	90
CCDC18	chr1:93203075-93205510	84	90
CCDC18	chr1:93193744-93197116	84	90
CCDC18	chr1:93203143-93205510	84	90
CCDC18	chr1:93193744-93200685	84	90
CCDC18	chr1:93221940-93226333	111	117
CCDC18	chr1:93207402-93210802	99	126
CCDC18	chr1:93201988-93203037	84	90
CCDC18	chr1:93237380-93239310	27	96
CCDC18	chr1:93218652-93221609	750	915
CCDC18	chr1:93236390-93237262	27	96
CCDC18	chr1:93214961-93216636	75	111
RWDD3	chr1:95244715-95246542	0	504
RWDD3	chr1:95244751-95246542	36	540
RWDD3	chr1:95244720-95246542	6	510
AGL	chr1:99897122-99900636	729	837
AGL	chr1:99874810-99875158	39	99
TRMT13	chr1:100140514-100140865	135	153
TRMT13	chr1:100140514-100140845	150	174
TRMT13	chr1:100144143-100148172	144	156
TRMT13	chr1:100140514-100140967	24	51
TRMT13	chr1:100136928-100137024	54	63
TRMT13	chr1:100144143-100148093	186	234
RTCA	chr1:100268295-100270579	48	102
RTCA	chr1:100266624-100268074	201	222
RTCA	chr1:100266624-100268137	144	159
CDC14A	chr1:100353494-100353762	261	540
CDC14A	chr1:100353571-100353762	336	615
CDC14A	chr1:100390824-100424023	234	279
CDC14A	chr1:100498199-100498929	273	333
CDC14A	chr1:100494930-100496007	39	45
CDC14A	chr1:100353451-100353762	216	495
VCAM1	chr1:100720751-100723120	210	222
SLC30A7	chr1:100921841-100961655	258	264
SLC30A7	chr1:100896671-100906553	402	414
SLC30A7	chr1:100912246-100913663	105	144
SLC30A7	chr1:100896671-100906857	72	111
RNPC3	chr1:103537484-103540790	651	687
RNPC3	chr1:103546808-103546977	450	561
RNPC3	chr1:103546342-103546583	447	453
RNPC3	chr1:103527742-103533773	72	84
AMY2B	chr1:103572256-103573121	147	231
AMY2B	chr1:103571770-103572154	72	102
AMY2B	chr1:103573260-103573817	75	120
FAM102B	chr1:108628812-108629588	0	138
PRPF38B	chr1:108696337-108697947	867	879
PRPF38B	chr1:108695780-108696043	24	153
PRPF38B	chr1:108696351-108698604	216	225
PRPF38B	chr1:108693333-108695702	450	741
STXBP3	chr1:108747545-108752257	666	807
STXBP3	chr1:108756766-108758517	45	99
STXBP3	chr1:108759223-108759985	582	714
STXBP3	chr1:108753144-108756508	249	258
STXBP3	chr1:108796269-108796620	75	105
GPSM2	chr1:108914408-108918376	300	414
GPSM2	chr1:108919150-108922417	345	537
TMEM167B	chr1:109091748-109092890	855	876
ELAPOR1	chr1:109173837-109188177	219	363
ELAPOR1	chr1:109201417-109202944	375	684
SARS1	chr1:109214128-109223982	45	66
ATXN7L2	chr1:109484831-109485332	741	876
ATXN7L2	chr1:109486304-109486506	90	249
ATXN7L2	chr1:109484080-109485332	609	792
ATXN7L2	chr1:109489100-109489283	786	846
ATXN7L2	chr1:109484831-109486057	741	876
ATXN7L2	chr1:109491862-109492027	117	942
ATXN7L2	chr1:109486677-109487007	99	213
ATXN7L2	chr1:109484080-109484767	711	744
ATXN7L2	chr1:109489706-109489930	594	858
ATXN7L2	chr1:109484080-109484651	807	858
CYB561D1	chr1:109494154-109494520	87	102
AMPD2	chr1:109627518-109627778	93	126
AMPD2	chr1:109621266-109625662	210	567
AMPD2	chr1:109629490-109629800	90	117
AMPD2	chr1:109628277-109628369	105	126
AMPD2	chr1:109629486-109629796	90	120
AMPD2	chr1:109625805-109626160	9	144
AMPD2	chr1:109627330-109627429	9	156
AMPD2	chr1:109628495-109628627	84	180
GSTM4	chr1:109659959-109661165	684	960
GSTM4	chr1:109657279-109657350	174	321
GSTM2	chr1:109671382-109671448	81	135
GSTM2	chr1:109670234-109671287	567	765
CSF1	chr1:109914381-109915519	171	177
CSF1	chr1:109915696-109917297	117	165
AHCYL1	chr1:110016725-110017495	36	69
AHCYL1	chr1:110018650-110018875	198	243
AHCYL1	chr1:110011357-110012387	30	75
STRIP1	chr1:110037960-110038185	564	573
STRIP1	chr1:110050547-110050956	84	207
STRIP1	chr1:110043856-110044319	567	588
STRIP1	chr1:110043851-110044840	51	66
STRIP1	chr1:110039937-110040635	417	543
STRIP1	chr1:110044442-110044840	582	804
STRIP1	chr1:110039468-110040635	15	69
STRIP1	chr1:110043856-110044380	522	528
STRIP1	chr1:110039515-110039824	822	882
CEPT1	chr1:111174963-111182287	0	30
CHI3L2	chr1:111239363-111241327	381	612
CHI3L2	chr1:111230531-111230742	642	681
ATP5PB	chr1:111449873-111456086	252	330
C1orf162	chr1:111477078-111477334	207	282
DDX20	chr1:111759568-111760478	93	111
DDX20	chr1:111760865-111760987	0	162
DDX20	chr1:111760848-111760974	90	153
CAPZA1	chr1:112619883-112646755	504	519
MOV10	chr1:112698478-112698638	114	150
MOV10	chr1:112699500-112699685	483	786
MOV10	chr1:112698789-112699458	237	351
MOV10	chr1:112696283-112696437	9	99
MOV10	chr1:112698789-112699508	180	303
LRIG2	chr1:113092231-113093206	843	915
LRIG2	chr1:113099212-113100211	414	510
LRIG2	chr1:113074226-113091318	576	819
LRIG2	chr1:113093288-113093430	3	84
LRIG2	chr1:113096365-113098544	204	243
LRIG2	chr1:113092216-113093206	828	900
